Title,Issuer,Date,User
Succeeding in DevOps,LinkedIn,Issued Mar 2022,mohamedawwad-sd
"Complete NodeJS Developer in 2022 (GraphQL, MongoDB, + more)",Udemy,Issued Dec 2021,mohameddarwesh
Mongo DB,MongoDB,Issued Dec 2021,mohameddarwesh
"React - The Complete Guide (incl Hooks, React Router, Redux)",Udemy,Issued Nov 2021,mohameddarwesh
Database Fundamentals,MaharaTech - ITIMooca,Issued Dec 2022,mohameddorgham
Advanced Cloud DevOps,Udacity,Issued Nov 2022,mohameddorgham
Problem Solving Techniques,LinkedIn,Issued Jun 2022,mohameddorgham
Data Cleaning,Kaggle,Issued Apr 2022,mohamedehabde
Data Engineering for Everyone,DataCamp,Issued Feb 2022,mohamedehabde
Intermediate SQL Server,DataCamp,Issued Jan 2022,mohamedehabde
JAVA EE Diploma,Senior Steps - IT training center,Issued Aug 2016 · Expired Oct 2020,mohamedelbastawesy
Full Stack Web Development ( React and ASP.NET ),Route,Issued May 2022,mohamedhashem
Ecmascript +6,MaharaTech - ITIMooca,Issued Oct 2021,mohamedhashem
Introduction to Programming Using JavaScript,MaharaTech - ITIMooca,Issued Oct 2021,mohamedhashem
Building Web Applications with ASP.NET Core MVC,Pluralsight,Issued Oct 2021,mohamedsadek88
"Git: Branches, Merges, and Remotes",LinkedIn Learning,Issued Oct 2021,mohamedsadek88
Object-Oriented Design,Coursera,Issued Jun 2021,mohamedsadek88
Writing a Tech Resume,LinkedIn,Issued Jan 2021,mohamedtaman
Angular Essential Training,LinkedIn,Issued Dec 2020,mohamedtaman
Mastering Self-Leadership,LinkedIn,Issued Oct 2020,mohamedtaman
"Algorithms: Design and Analysis, Part 1",Coursera,Issued Aug 2013,mohammad-ismail-b6771560
Intro to Mobile NoSQL Apps (iOS),Couchbase,Issued Jan 2016,mohammad-shaker-84117668
Fundamentals of NoSQL Data Management,Couchbase,Issued Jan 2016 · Expires Jul 2063,mohammad-shaker-84117668
Sensor Fusion Nanodegree,Udacity,Issued Jan 2022,mohammad1722
Advanced Data Analysis Nanodegree,Udacity,Issued Dec 2021,mohammad1722
Data Analysis Professional Nanodegree,Udacity,Issued Aug 2021,mohammad1722
OutSystems Associate Pre-Sales certification,OutSystems,Issued Jun 2022,mohammed-abdullah-52b700121
OutSystems Mobile Developer Specialist,OutSystems,Issued Jun 2022,mohammed-abdullah-52b700121
OutSystems Associate Sales certification,OutSystems,Issued May 2022,mohammed-abdullah-52b700121
eWPTXv2,eLearnSecurity,Issued Feb 2023,mohammed-al-ammary-0b591763
eCPPTv2,eLearnSecurity,Issued Nov 2021,mohammed-al-ammary-0b591763
eJPT,eLearnSecurity,Issued May 2021,mohammed-al-ammary-0b591763
Modern React with Redux,Udemy,Issued Jun 2021,mohammed-raafat
Problem Solving,HackerRank,Issued Apr 2021,mohammed-raafat
React,HackerRank,Issued Apr 2021,mohammed-raafat
Market Research and Consumer Behavior,IE Business School,Issued Aug 2021,mohammed-rammah-2b6358214
"Brand Management: Aligning Business, Brand and Behaviour",University of London,Issued Jul 2021,mohammed-rammah-2b6358214
Learning How to Learn: Powerful mental tools to help you master tough subjects At Deep Teaching Solutions,Coursera,Issued Jul 2021,mohammed-rammah-2b6358214
C++ Design Patterns: Creational,LinkedIn Learning 2,Issued Feb 2022,mohammed-saad-073772155
Data Streaming Nanodegree,Udacity,Issued Apr 2021,mohammed-saad-073772155
Professional Web Development Nanodegree,Udacity,Issued Mar 2021,mohammed-saad-073772155
Oracle SOA Suite 12c Certified Implementation Specialist,Oracle,Issued Sep 2018,mohammed-salah-093a85a7
Business of Games and Entrepreneurship,Coursera,Issued Aug 2020,mohammedalii
Introduction to Augmented Reality and ARCore,Coursera,Issued May 2020,mohammedalii
Principles of Game Design,Coursera,Issued Jan 2018,mohammedalii
LIMS Administration for SampleManager,Thermo Fisher Scientific,Issued Jul 2021,mohsenmoawad
Data Configuration in SampleManager,Thermo Fisher Scientific,Issued Jun 2021,mohsenmoawad
SampleManager Report and Label Designer,Thermo Fisher Scientific,Issued Jun 2021,mohsenmoawad
Big Data Engineer - Mastery Award 2021,IBM,Issued May 2021,mona-mamdouh
Artificial Intelligence Analyst 2021 - Mastery Award,IBM,Issued Apr 2021,mona-mamdouh
Predictive Analytics Modeler 2020 - Mastery Award,IBM,Issued Apr 2021,mona-mamdouh
ITIL® 4 Foundation CPD,AXELOS Global Best Practice,Issued Oct 2020,mona-shafiq-pmp-itil-68b435b3
ITIL 4 foundation,AXELOS Global Best Practice,Issued Sep 2020,mona-shafiq-pmp-itil-68b435b3
Data Science Professional Certificate,Coursera,Issued Aug 2020,mona-shafiq-pmp-itil-68b435b3
IBM Data Science Professional Certificate,Coursera,Issued May 2022,morsi-mohsen-1a2a32171
M001: MongoDB Basics,MongoDB University,Issued Apr 2022,morsi-mohsen-1a2a32171
SAS Programming 2: Data Manipulation Techniques,SAS,Issued Apr 2022,morsi-mohsen-1a2a32171
English Speaking - B2,Emmersion,Issued Dec 2022 · Expired Apr 2023,mostafa-abdelnasser
Convolutional Neural Networks,Coursera,Issued Mar 2018,mostafa-alaa-gharieb
Neural Networks and Deep Learning,Coursera,Issued Jan 2018,mostafa-alaa-gharieb
Structuring Machine Learning Projects,Coursera,Issued Jan 2018,mostafa-alaa-gharieb
IOS Developer Nano Degree Program,Udacity,Issued Mar 2019,mostafa-ayman-261949155
ICPC menofia,Minufiya University,Issued Sep 2018,mostafa-ayman-261949155
Deep Learning Specialization,Coursera,Issued Aug 2018,mostafa-eissa-16356b12a
Spanish - Advanced (C1) - Course 1,Babbel,Issued Sep 2022,mostafa-gamal-badawy
Spanish - Advanced (C1) - Course 2,Babbel,Issued Sep 2022,mostafa-gamal-badawy
Machine Learning System Design,"Educative, Inc.",Issued Dec 2021,mostafa-gamal-badawy
Helm for Beginners,KodeKloud,Issued Jun 2022,mostafa-hassan-097
Istio Service Mesh,KodeKloud,Issued Jun 2022,mostafa-hassan-097
JSON Path Test - Free Course,KodeKloud,Issued May 2022,mostafa-hassan-097
Presentation Skills,DAAD Kairo Akademie,Issued Sep 2019,mostafa-hassan-backend-dev
Cisco Certified Network Associate Routing and Switching (CCNA),Cisco,Issued Jul 2019,mostafa-hassan-backend-dev
Self Marketing,DAAD Kairo Akademie,Issued Jul 2019,mostafa-hassan-backend-dev
Advanced Web Development Nanodegree,Udacity,Issued Jan 2021,mostafa-kashwaa
Artificial Intelligence Analyst 2020 - Mastery Award,IBM,Issued Nov 2020,mostafa-kashwaa
Python for Data Science,IBM,Issued Nov 2020,mostafa-kashwaa
Mastering RTOS: Hands on FreeRTOS and STM32Fx with Debugging,Udemy,Issued Sep 2022,mostafa-mahmoud-423821205
Introduction to Real-Time Operating System (RTOS) by Amr Ali,Udemy,Issued Aug 2022,mostafa-mahmoud-423821205
Mastering Embedded Systems Online Diploma,Learn In Depth,Issued Aug 2022,mostafa-mahmoud-423821205
Deep Reinforcement Learning Nanodegree,Udacity,Issued Jan 2020,mostafa-shahin13
Self-Driving Cars Specialization,Coursera,Issued Oct 2019,mostafa-shahin13
Deep Learning Nanodegree,Udacity,Issued May 2019,mostafa-shahin13
Advanced Cloud Devops,Udacity,Issued Dec 2022,mostafa-wael
Helm - The Kubernetes package manager hands-on course,Udemy,Issued Dec 2021,mostafa-wael
AI For Everyone,Coursera,Issued Oct 2020,mostafa-wael
Introduction to Conversational English,Alison - Empower Yourself,Issued Apr 2020,mostafaarefaat
Oracle SOA Suite 12c Certified Implementation Specialist,Oracle,Issued Dec 2017,mostafakandil86
Introduction to IOT,Information Technology Institute (ITI),Issued Nov 2020,mostafakassem1
InnovEgypt Program,Technology Innovation &amp; Entrepreneurship Center TIEC,Issued Jul 2020,mostafakassem1
The General Program one-year program,أكاديمية صناعة المحاور,Issued Jan 2019,mostafakassem1
Kotlin for Java Developers,Coursera,Issued Jun 2021,mostafamohammed05
Introduction to iOS App Development with Swift 5,Coursera,Issued Aug 2020,mostafamohammed05
Introduction to Programming in Swift 5,Coursera,Issued May 2020,mostafamohammed05
Containerization using Docker,KodeKloud,Issued Dec 2021,motazmohamed
DevOps Pre-Requisite Course,KodeKloud,Issued Dec 2021,motazmohamed
Version Control with Git,KodeKloud,Issued Dec 2021,motazmohamed
Java (Basic),HackerRank,Issued Dec 2020,mtaherelkholy
Problem Solving (Basic),HackerRank,Issued Dec 2020,mtaherelkholy
British Council Certificate,EnglishScore,Issued Jan 2021 · Expired Jan 2022,mtaherelkholy
NTI Embedded Systems Diploma,National Telecommunication Institute (NTI),Issued Sep 2021,mu5tar
Cisco Network Associate CCNA,Cisco Networking Academy,,mu5tar
Full Embedded Systems Diploma,EmbeddedFab,,mu5tar
Git and Github Certificate,365 Data Science,Issued Nov 2022,muhamed-khedr
Problem Solving (Intermediate),HackerRank,Issued Oct 2022,muhamed-khedr
The Egyptian Collegiate Programming Contest 2022,ICPC - International Collegiate Programming Contest,Issued Aug 2022,muhamed-khedr
Scrum Foundation Professional Certificate - SFPC™,CertiProf,Issued Mar 2023,muhameddaahmed
IBM App Connect (iPaaS) Essentials,IBM,Issued Feb 2023,muhameddaahmed
IBM MQ Developer Essentials,IBM,Issued Feb 2023,muhameddaahmed
Backend with Django,Udemy,Issued Mar 2022,muhammed-aly
Getting Started with Go,Coursera,Issued Jun 2021,muhammed-aly
Flutter &amp; Dart - The Complete Guide [2022 Edition],Udemy,Issued Apr 2020,muhammed-aly
InnovEgypt Training,"Information Technology Industry Development Agency, ITIDA",Issued Nov 2020,muhammedatif
SEO Certificate,Udemy,Issued Jun 2020,muhammedatif
Artificial Intelligence Analyst - Explorer Award 2019,IBM,Issued Sep 2019,muhammedatif
Advanced Cloud DevOps,Udacity,Issued Jun 2022,nada-dia
Data Analysis Using Python,IBM,Issued Aug 2020,nada-elkhamy
Effective Test Case and Bug Report Writing Techniques,Mahara-Tech (ITI),,nada-mohamed-b706491bb
ISTQB foundation level,Mahara-tech (ITI),,nada-mohamed-b706491bb
Introduction to software testing concepts &amp; techniques,mahara-tech (ITI),,nada-mohamed-b706491bb
SQL (Basic) Certificate,HackerRank,Issued Dec 2021,nader-nabil
SQL (Intermediate) Certificate,HackerRank,Issued Dec 2021,nader-nabil
Introduction to Database Enginerring,Udemy,Issued Nov 2021,nader-nabil
Associate Cloud Engineer,Google,Issued May 2022,nadertarek
Cloud DevOps Nanodegree,Udacity,Issued May 2022,nadertarek
The Bits and Bytes of Computer Networking,Coursera,Issued Apr 2022,nadertarek
Digital Transformation Foundations,LinkedIn,Issued Jun 2022,nadienrashad
Statistics Foundations: 1,LinkedIn,Issued Apr 2022,nadienrashad
Six Sigma Yellow Belt,Coursera,Issued Apr 2021,nadienrashad
M103 : Basic Cluster Administration,MongoDB,Issued Apr 2022,nadin-el-hanafy-b20533187(1)
"Foundations: Data, Data, Everywhere",Coursera,Issued Aug 2021,nadin-el-hanafy-b20533187(1)
M103 : Basic Cluster Administration,MongoDB,Issued Apr 2022,nadin-el-hanafy-b20533187
"Foundations: Data, Data, Everywhere",Coursera,Issued Aug 2021,nadin-el-hanafy-b20533187
Machine Learning,Coursera,Issued Aug 2018,nagham-alaa-54878a125
Data Engineering Nanodegree,Udacity,Issued Aug 2021,nahed-sayed-528749b6
Neural Networks and Deep Learning,DeepLearning.AI,Issued Jul 2019,nahed-sayed-528749b6
Applied Machine Learning in Python,University of Michigan,Issued May 2019,nahed-sayed-528749b6
Cloud Application Developer 2019 - Explorer Award,IBM,Issued Sep 2020,naiera-magdy-3011
Cloud Application Developer 2019 - Mastery Award,IBM,Issued Sep 2020,naiera-magdy-3011
Cloud Application Developer 2019 Mastery Award certificate,IBM,Issued Sep 2020,naiera-magdy-3011
Agile crash course,Udemy,Issued Dec 2021,nermeen-hamada-abdelhamid-7a1562169
ARM Cortex M Microcontroller DMA Programming,Udemy,,nermeen-hamada-abdelhamid-7a1562169
Embedded systems Diploma using AVR microcontroller,IMT,,nermeen-hamada-abdelhamid-7a1562169
Italian language- Level 4,Società Dante Alighieri,Issued Dec 2020,nermine-georges-a833a9140
Italian language- Level 3,Società Dante Alighieri,Issued Aug 2020,nermine-georges-a833a9140
ISTQB Agile,ISTQB® - International Software Testing Qualifications Board,Issued Feb 2020,nermine-georges-a833a9140
Structuring Machine Learning Projects,Coursera,Issued Dec 2021,noha-saeed
"Improving Deep Neural Networks: Hyperparameter Tuning, Regularization and Optimization",Coursera,Issued Nov 2021,noha-saeed
Neural Networks and Deep Learning,Coursera,Issued Nov 2021,noha-saeed
JavaScript Algorithms and Data Structures,freeCodeCamp,Issued Mar 2020,norhan-elsayed-8055b9123
Cloud Foundation,Vodafone,Issued Dec 2022,nouran-adel-flaifel
Introduction to Data Studio,Google analytics,Issued Aug 2022,nouran-adel-flaifel
Dataiku Core Designer,Dataiku,Issued Jun 2022,nouran-adel-flaifel
Tokyo University of Foreign Studies Open Academy 2022 Spring Course Advanced 1,Tokyo University of Foreign Studies,Issued Sep 2022,nourhan-elsherief-5270b185
French Level 1: Introduction to French,Udemy,Issued Apr 2019,nourhan-elsherief-5270b185
3 Minute French,Udemy,Issued Mar 2017,nourhan-elsherief-5270b185
Human Resource,Update CU,Issued Jan 2015,nourhan-hosny(1)
Windows Application,Microsoft Egypt App Factory,Issued Nov 2013,nourhan-hosny(1)
Windows phone Application,Microsoft Egypt App Factory,Issued Nov 2013,nourhan-hosny(1)
Human Resource,Update CU,Issued Jan 2015,nourhan-hosny
Windows Application,Microsoft Egypt App Factory,Issued Nov 2013,nourhan-hosny
Windows phone Application,Microsoft Egypt App Factory,Issued Nov 2013,nourhan-hosny
Microsoft Certified: Azure Fundamentals,Microsoft,Issued Jun 2021,nourhan-mourshdy-6975081b8
VMware vSphere 6.7 Foundations,VMware,Issued Mar 2021,nourhan-mourshdy-6975081b8
Associate - Information Storage and Management Version 4.0,Dell Technologies,Issued Feb 2021,nourhan-mourshdy-6975081b8
JavaScript Code Challenges,LinkedIn,Issued Jan 2022,nourhansaeed
Managing and Leading Developers,LinkedIn,Issued Jul 2021,nourhansaeed
Tech Career Skills: Interviewing Developers,LinkedIn,Issued Jul 2021,nourhansaeed
Problem Solving (Intermediate) Certificate,HackerRank,Issued Feb 2022,oaik
ICPC ID - International Collegiate Programming Contest ID,ICPC - International Collegiate Programming Contest,Issued Nov 2021,oaik
Go Certificate,HackerRank,Issued Oct 2021,oaik
React.js Level: Senior,Devahero,Issued Apr 2023,omar-abdel-halim-452b821a5
Introduction to Cloud Computing,Coursera,Issued Apr 2021,omar-abdel-halim-452b821a5
"Introduction to Cloud Development with HTML, CSS, JavaScript",Coursera,Issued Apr 2021,omar-abdel-halim-452b821a5
Fundamentals of Deep Learning,NVIDIA,Issued Jul 2022,omar-ahmed-0999b518b
Cleaning Data in Python,DataCamp,Issued Jun 2022,omar-ahmed-0999b518b
Data Manipulation with pandas,DataCamp,Issued Apr 2022,omar-ahmed-0999b518b
"Implementation Engineer, Storage Area Network (SAN) Specialist Version 6.0 (EMCIE) certificate",,,omar-ehab-0b1512118
"Implementation Engineer, XtremIO Solutions Specialist Version 1.0 (EMCIE) certificate",,,omar-ehab-0b1512118
Information Storage Associate Version 3 (EMCISA) certificate,,,omar-ehab-0b1512118
Agile Tester (CTFL-AT),ISTQB® - International Software Testing Qualifications Board,Issued Nov 2021,omar-gharib-a593279a
Certified Tester Foundation Level (CTFL),ISTQB® - International Software Testing Qualifications Board,Issued Mar 2021,omar-gharib-a593279a
SQL Fundamentals,Sololearn,,omar-gharib-a593279a
Advanced User Experience Design,Udacity,Issued Sep 2022,omar-hassan-8b1869137
Professional Front-End Web Development,Udacity,Issued Feb 2022,omar-hassan-8b1869137
The Complete Web Development Bootcamp 2020,The App Brewery,Issued Dec 2020,omar-hassan-8b1869137
Cloud Devops Engineer,Udacity,Issued Dec 2021,omar-hazem-57317413a
Programming for data science with R,Udacity,Issued Nov 2021,omar-hazem-57317413a
Deep learning,Udacity,Issued May 2021,omar-hazem-57317413a
Negotiations: Human Relation Approach,Dale Carnegie,Issued Nov 2020,omar-nagah-ba21111aa
Presenting with clarity and impact,Dale Carnegie,Issued Nov 2020,omar-nagah-ba21111aa
NASA space apps participation certificate,,,omar-osama-632b65b8
Building Tools with Python,LinkedIn,Issued May 2022,omar97cs
Leading When You're Not in Charge,LinkedIn,Issued May 2022,omar97cs
Google IT Automation Professional Certificate,Coursera,Issued Mar 2021,omar97cs
Kick Start Round B 2019 60th Place,Google,Issued Apr 2019,omarosamasobeih
ACM ACPC 2018 21st Place,ICPC - International Collegiate Programming Contest,Issued Nov 2018,omarosamasobeih
ACM ACPC 2018 14th Place,ICPC - International Collegiate Programming Contest,Issued Oct 2018,omarosamasobeih
Master Swift,LinkedIn,Issued Apr 2022,omarradwan1
Swift 5: Protocol-Oriented Programming,LinkedIn,Issued Apr 2022,omarradwan1
iOS Development : Security,LinkedIn,Issued Apr 2022,omarradwan1
Cloud Devops,Udacity,Issued Jan 2023,omarsamy09
Neural Networks and Deep Learning,Coursera,Issued Oct 2021,omarsamy09
Facebook Hacker Cup Competition,Meta,Issued Sep 2021,omarsamy09
Employability Skills,Aspire Training Solutions,Issued Feb 2019,omarsayed12
Frontend Web Development professional Nanodegree,Udacity,Issued Aug 2021,omniaeladawy
Mahara Tech JavaScript course,Information Technology Institute (ITI),Issued Jun 2021,omniaeladawy
Front-End web developer Nanodegree,Udacity,Issued Nov 2019,omniaeladawy
The Six Morning Habits of High Performers,LinkedIn,Issued Nov 2021,omniia-mohyee
Azure Essential Training for Developers,LinkedIn,Issued Oct 2021,omniia-mohyee
C# Basic Certificate,HackerRank,Issued Jun 2021,omniia-mohyee
ARM TM4C123 Microcontroller Diploma,Sign Ed,Issued Dec 2021,osama-hamdy-47380313b
Embedded Automotive and AUTOSAR Device Drivers Diploma,Sign Ed,Issued Dec 2021,osama-hamdy-47380313b
Java Developement SE,Information Technology Institute (ITI),Issued Dec 2021,osama-hamdy-47380313b
Sequence Models,Coursera,Issued Dec 2020,osama-nabih
Advanced Data Analysis Nanodegree,Udacity,Issued Oct 2020,osama-nabih
Convolutional Neural Networks,Coursera,Issued Oct 2020,osama-nabih
DevOps Certification Training,Simplilearn,Issued Aug 2021,osamamagdy174
Algorithmic Toolbox,Coursera,Issued Jan 2021,osamamagdy174
IN THE NIGHT SKY : ORION,The Open University,Issued Mar 2017,osamamagdy174
Google Developer Challenge Scholarship,Udacity,Issued Nov 2017 · Expired Feb 2018,osamanasr22
9-month ITI diploma,Information Technology Institute (ITI),Issued Oct 2017,passant-osama
Android developing,Udacity Mentors &amp; Reviewers Opportunities,,passant-osama
AWS for Developers: AWS Amplify,LinkedIn,Issued Mar 2019,paula-mamdouh-13ba9a112
Nano Degree Full Stack Web Developer,Udacity,Issued Mar 2019,peter-wagih
Android Programming,New Horizons Computer Learning Centers,Issued Feb 2015,peter-wagih
Java Advanced Programming,New Horizons Computer Learning Centers,Issued Jan 2015,peter-wagih
Data Science and Analytics,IBM,Issued Feb 2022,pishoy-emad-p19980908
Python,IBM,Issued Feb 2022,pishoy-emad-p19980908
Data Analysis Challenger,Udacity,Issued Jan 2022,pishoy-emad-p19980908
Certified Data Scientist Professional,Epsilon AI,Issued Jun 2022,r2ba7
Certified Data Scientist Associate,Epsilon AI,Issued Feb 2022,r2ba7
Machine Learning,Coursera,Issued Jan 2021,r2ba7
Docker Labs for Beginner - Hands On,KodeKloud,Issued Aug 2022,radwask
TOEFL ITP Score,TOEFL®,Issued Aug 2022,radwask
68th Place in Egyptian Collegiate Programming Contest,ICPC - International Collegiate Programming Contest,Issued Oct 2019,radwask
Embedded systems diploma,AMIT Learning,Issued Jan 2016,rafaeladel
Convolutional Neural Networks,Coursera,Issued Jan 2019,raghda-elhout-179296163
Structuring Machine Learning Projects,Coursera,Issued Nov 2018,raghda-elhout-179296163
"Improving Deep Neural Networks: Hyperparameter tuning, Regularization and Optimization",Coursera,Issued Sep 2018,raghda-elhout-179296163
Problem Solving (Intermediate),HackerRank,Issued Sep 2020,rami-adel-64080b1a4
Data Science &amp; Analytics Intro,IBM,Issued Feb 2019,ramy-mehana-6075b2114
"EMC Academic Associate, Data Science and Big Data Analytics",Dell EMC,Issued Jul 2018,ramy-mehana-6075b2114
Cloud Application Developer 2018 - Explorer Award for Students,IBM,Issued Jan 2018,ramy-mehana-6075b2114
conversation,AUC - School of Continuing Education,Issued Aug 2010 · Expired Aug 2015,rana-wael-910445117
Certified ScrumMaster® (CSM®),Scrum Alliance,Issued Aug 2022,rania-wael-1638a7149
Control Room Administrator,Automation Anywhere,Issued Mar 2020,rania-wael-1638a7149
Technical Support Specialist,Automation Anywhere,Issued Mar 2020,rania-wael-1638a7149
Java Algorithms,LinkedIn,Issued Mar 2023,raniaelkatatny
Spring: Test-Driven Development with JUnit,LinkedIn,Issued Sep 2022,raniaelkatatny
Java: Testing with JUnit,LinkedIn,Issued Aug 2022,raniaelkatatny
Object-Oriented Design,Coursera,Issued Jan 2020,redatawfik
Associate Android Developer,Google Developers,Issued Feb 2021 · Expires Feb 2024,redatawfik
Android Developer Nanodegree,Udacity,Issued Nov 2017 · Expired Jul 2018,redatawfik
AWS Academy Graduate - AWS Academy Cloud Foundations,Amazon Web Services (AWS),Issued Oct 2021,reem-othman
AWS Machine Learning Foundations Nano degree Program,Udacity,Issued Oct 2021,reem-othman
Data Scientist with Python Track (23 Course),DataCamp,Issued Oct 2021,reem-othman
micro controller,"EGYCET ""الشركة المصرية للتدريب الهندسى""​",,reham-gamal-931244149
AWS Certified Cloud Practitioner,Amazon Web Services (AWS),Issued Nov 2021 · Expires Nov 2024,reham-mohamed-10794b155
DevOps Fundamentals,Software Engineering Competence Center-SECC,Issued Dec 2021,riham-wazeer-88745393
Peer Quality Control Training,HSBC,Issued Jan 2014,riham-wazeer-88745393
Content Management Systems Certification,HSBC,Issued Jan 2012,riham-wazeer-88745393
Fundamentals of Backend Communications and Protocols,Udemy,Issued Feb 2023,rimon-adel
Data Science Specialization,Coursera,Issued Mar 2020,roaagamal10
Practical Machine Learning,Coursera,Issued Feb 2020,roaagamal10
Machine learning Cross-Skilling,Udacity,Issued Dec 2021,rokia-sayed-elboshy-290085150
Neural Networks and Deep Learning,Coursera,Issued Dec 2021,saadbadr
Data Analysis Professional,Udacity,Issued Oct 2021,saadbadr
Intro to Machine Learning,Kaggle,Issued Oct 2021,saadbadr
TensorFlow Developer Certificate,TensorFlow Certificate Program,Issued Sep 2020 · Expires Sep 2023,salah-ashraf-3129716b
ICPCID,ICPC - International Collegiate Programming Contest,Credential ID https://icpc.baylor.edu/ICPCID/MS6YU8U2B8UC,salah-mostafa-136310169
A Practical Start with React,Pluralsight,Issued Sep 2021,salma-hanafi
Getting Started wit Git,Pluralsight,Issued Apr 2021,salma-hanafi
Relational Databases Essential Training,LinkedIn,Issued Apr 2021,salma-hanafi
Problem Solving Certificate,HackerRank,Issued Aug 2020,salma-hassan
The 2016 Egyptian Collegiate Programming Contest,ICPC - International Collegiate Programming Contest,Issued Jan 2017,salma-hassan
JavaScript (Intermediate) certificate,HackerRank,Issued Feb 2023,salma-osama-12596sall
React (Basic) Certificate,HackerRank,Issued Feb 2023,salma-osama-12596sall
Agile Fundamentals: Including Scrum and Kanban,Udemy,Issued Nov 2022,salma-osama-12596sall
ISTQB Certified Tester Foundation Level,"Information Technology Industry Development Agency, ITIDA",Issued Oct 2022,salma-soliman-b72201173
Effective Test Case and Bug Writing Techniques,Information Technology Institute (ITI),Issued Nov 2019,salma-soliman-b72201173
DevOps Engineering on AWS,Amazon Web Services (AWS),Issued Nov 2022,salmamkhattab
Associate Mobile Developer,OutSystems,Issued Jun 2019,salmamkhattab
SQL for Data Science,Coursera,Issued Nov 2018,sameh-mostafa-1539b9a3
Applied Text Mining in Python,Coursera,Issued Oct 2018,sameh-mostafa-1539b9a3
Applied Machine Learning in Python,Coursera,Issued Sep 2018,sameh-mostafa-1539b9a3
Neural Networks and Deep Learning,Coursera,Issued Oct 2018,samiiir96
Bachelor's Degree,Computers and Information - Helwan University (Computer Science Major),Issued Sep 2012 · Expired Jan 2018,samy-escarous
High School Certification,United Latino Students Association,,samy-escarous
IBM Certified Designer - IBM Cognos Analytics Author V11,IBM,Issued Nov 2020,sara-abdo-5bb67b171
C++: Advanced Topics,LinkedIn,Issued Oct 2020,sara-ahmed-cufe
Attended VMware students workshop,VMware,Issued Sep 2019,sara-ahmed-cufe
Big Data Engineer - Explorer Award 2018,IBM,Issued Jul 2019,sara-ahmed-cufe
introduction to Flutter,The App Brewery,Issued Jun 2020,sara-atef-b9517012b
API,IBM,Issued Apr 2020,sara-atef-b9517012b
Git,IBM,Issued Apr 2020,sara-atef-b9517012b
ICPC - ID,ICPC - International Collegiate Programming Contest,Issued Oct 2018,sara-maged-b919871a0
JavaScript Certificate,,,sara-mamdouh-4b62a8140
Devops Fundamentals- CI/CD with AWS +Docker+Ansible+Jenkins,Udemy,Issued Aug 2020,sara-nasr-maher
Rest API Testing (Automation) from Scratch -RestAssured Java,Udemy,Issued Aug 2020,sara-nasr-maher
Scrum Certification Prep +Scrum Master+ Agile Scrum Training,Udemy,Issued Aug 2020,sara-nasr-maher
CCNA,Cisco,,sarah-samir-saad-7874a414b
Cloud Application Developer 2019 - Mastery Award,IBM,Issued Sep 2020,seif-eldin-elsaeed-8b0572182
Machine Learning,Coursera,Issued Jul 2020,seif-eldin-elsaeed-8b0572182
Vue JS 2 - The Complete Guide (incl. Vue Router &amp; Vuex),Udemy,Issued Feb 2020,seif-eldin-elsaeed-8b0572182
"EMC Academic Associate, Data science and Big Data analytics",Dell EMC,,sherefshokry
Achievement Of South-Side Training course - Italy,United Latino Students Association,Issued Oct 2014 · Expired Dec 2014,sherifmedhat
TypeScript Fundamentals,MaharaTech,Issued Dec 2021,shimaa-el-maghraby
React JS,MaharaTech,Issued Jun 2021,shimaa-el-maghraby
Modern JavaScipt: ES6 and Beyond,MaharaTech,Issued Jan 2021,shimaa-el-maghraby
Product Manager Program Nanodegree Program,Udacity,Issued Jul 2021,shimaa-sayed
Product Management,Udemy,Issued Jun 2021,shimaa-sayed
Business Intelligence Analyst,IBM,Issued Jun 2017 · Expired Jul 2017,shimaa-sayed
Database Foundamentals,MaharaTech,Issued Dec 2021,shrok-ayman-zain-472590188
Programming in HTML and CSS,MaharaTech,Issued Dec 2021,shrok-ayman-zain-472590188
Programming in JavaScript,MaharaTech,Issued Dec 2021,shrok-ayman-zain-472590188
Microsoft Certified: Azure Fundamentals,Microsoft,Issued Jun 2020,taha-gamil-448b4249
Microsoft Certified: Azure Administrator Associate,Microsoft,Issued Feb 2021 · Expired Feb 2023,taha-gamil-448b4249
Palo Alto Networks Certified Network Security Engineer (PCNSE),Palo Alto Networks,Issued Jun 2020 · Expired Jun 2022,taha-gamil-448b4249
The Time Master,Impact Learning and Development,Issued Nov 2021,tarek-ibrahim-eltorky-b77a5988
AUTOSAR Diagnostic Stack,Udemy,Credential ID UC-e84b702f-9784-453a-a732-a6ab772f6611/,tarek-ibrahim-eltorky-b77a5988
Automotive Cyber Security,Udemy,Credential ID UC-79aef125-8fcf-4b7b-8a12-046f46da4d1e,tarek-ibrahim-eltorky-b77a5988
Introduction to the Internet of Things and Embedded Systems,Coursera,Issued Dec 2021,tarek-ragab
Network Protocol Fundamentals,Udemy,Issued Apr 2020,tarek-ragab
The Complete IP Subnetting Course: Beginner to Advanced,Udemy,Issued Apr 2020,tarek-ragab
Machine Learning Engineer Nanodegree,Udacity,Issued Sep 2019,tarek-talaat-9bb5b1a6
Google Summer of Code 2018 Completion,Google,Issued Aug 2018,tarek-talaat-9bb5b1a6
Microsoft Redmond EBC Performance Excellence Award Winner,Microsoft,Issued Jul 2022,tarekdawoud
Toastmasters' Competent Communicator,Toastmasters International,,tarekdawoud
