User,CompanyUrl,Company,Title,EmploymentType,From,To,Duration,Location,title_tag
mohammed-akl-8567a61a7,https://www.linkedin.com/company/18054979/,Rubikal,software engineer,Full-time,Nov 2021,Present,18.0,"Alexandria, Egypt",software
mohammed-akl-8567a61a7,https://www.linkedin.com/company/2669/,Valeo,software engineer intern,Internship,Aug 2021,Nov 2021,4.0,"Cairo, Egypt",software
mohammed-akl-8567a61a7,https://www.linkedin.com/company/35717487/,Vortex Robotics,team leader,,Jan 2020,Aug 2021,20.0,"Alexandria, Egypt",Lead
mohammed-akl-8567a61a7,https://www.linkedin.com/company/28621919/,RMZtech,software engineer intern,Internship,Aug 2020,Sep 2020,2.0,"Alexandria, Egypt",software
mohammed-al-ammary-0b591763,https://www.linkedin.com/company/845465/,Fixed Solutions,cyber security engineer ii,,Mar 2023,Present,2.0,"Cairo, Egypt · Hybrid",security
mohammed-al-ammary-0b591763,https://www.linkedin.com/company/845465/,Fixed Solutions,security engineer (penetration tester),,May 2022,Mar 2023,11.0,Hybrid,security
mohammed-al-ammary-0b591763,https://www.linkedin.com/company/3043691/,HackerOne,cyber security researcher,Freelance,Apr 2021,Present,25.0,,security
mohammed-al-ammary-0b591763,https://www.linkedin.com/company/10998/,Dubai Islamic Bank,it cards operations specialist,Full-time,May 2017,May 2020,37.0,"Dubai, United Arab Emirates",IT
mohammed-al-ammary-0b591763,https://www.linkedin.com/company/1217/,Vodafone,dc power projects engineer,Full-time,May 2013,Apr 2017,48.0,"Smart Village, Egypt",
mohammed-al-ammary-0b591763,UNKNOWN,HamYum.Net,co-founder/ceo,,Dec 2012,Apr 2014,17.0,,
mohammed-ameen-7bbb5a198,UNKNOWN,Freelance,machine learning engineer,,Jan 2020,Present,40.0,"Cairo, Egypt",AI
mohammed-kelany-171486165,https://www.linkedin.com/company/18899346/,ACME SAICO - Integrated Engineering Systems -(IES),senior software quality control,Full-time,Mar 2021,Present,26.0,"Cairo Governorate, Egypt",IT
mohammed-kelany-171486165,UNKNOWN,Ministry of Communication and Information Technologies,quality control specialist at ministry of information and communication technologies,Full-time,Mar 2018,Mar 2021,37.0,,IT
mohammed-kelany-171486165,UNKNOWN,El Ganzory hospital,it specialist,Full-time,Jun 2017,Jun 2018,13.0,,IT
mohammed-raafat,https://www.linkedin.com/company/10789761/,Bosta,front-end engineer,Full-time,Dec 2021,Present,17.0,Egypt,front-end
mohammed-raafat,https://www.linkedin.com/company/18505329/,Algorithmz - Tooli TV,front-end developer,Full-time,Jun 2021,Nov 2021,6.0,,front-end
mohammed-raafat,https://www.linkedin.com/company/1009/,IBM,cloud application developer,Internship,Jan 2018,Apr 2018,4.0,,devops
mohammed-raafat,UNKNOWN,Chums Team,head of hr,,Jul 2017,Dec 2017,6.0,,
mohammed-rammah-2b6358214,https://www.linkedin.com/company/4827017/,Upwork,software engineer,Freelance,Feb 2022,Present,15.0,,software
mohammed-rammah-2b6358214,https://www.linkedin.com/company/1607905/,DeFacto,sales specialist,Full-time,May 2021,Sep 2021,5.0,"Tanta, Al Gharbiyah, Egypt",
mohammed-rammah-2b6358214,https://www.linkedin.com/company/3477553/,Freelancer.com,digital marketing specialist,Freelance,Nov 2020,Apr 2021,6.0,,IT
mohammed-saad-073772155,https://www.linkedin.com/company/1035/,Microsoft,"software engineer, data &amp; applied scientist ii",Full-time,Jun 2022,Present,11.0,,data
mohammed-saad-073772155,https://www.linkedin.com/company/5217350/,Eventum IT Solutions,machine learning engineer,Full-time,Oct 2019,Jun 2022,33.0,"Alexandria, Egypt",AI
mohammed-saad-073772155,UNKNOWN,TC,co-founder,Self-employed,Oct 2018,Oct 2019,13.0,,
mohammed-saad-073772155,https://www.linkedin.com/company/2049284/,Alexandria University,computer architecture research intern,Internship,Jul 2017,Oct 2017,4.0,,IT
mohammed-salah-093a85a7,https://www.linkedin.com/company/41607/,iHorizons,"java (spring, bpm, soa, adf) software engineer",Full-time,Dec 2018,Present,53.0,"Cairo, Egypt",software
mohammed-salah-093a85a7,https://www.linkedin.com/company/26536522/,MAWARID Technology (TACME LLC) - Egypt,java &amp; oracle middleware (adf-soa-bpm-portal) developer,Full-time,Apr 2018,Dec 2018,9.0,"Cairo, Egypt",software
mohammed-salah-093a85a7,https://www.linkedin.com/company/5245004/,TRUEMEGA Technology Solutions,java &amp; oracle middleware (adf-soa-bpm) developer,Full-time,Sep 2016,Apr 2018,20.0,"Cairo Governorate, Egypt",software
mohammed-salah-093a85a7,https://www.linkedin.com/company/3477553/,Freelancer.com - Mostaql.com - Upwork.com,"freelancer software developer (php, html, javascript, java)",Freelance,May 2013,Mar 2017,47.0,,back-end
mohammed-salah-093a85a7,https://www.linkedin.com/company/10589588/,Orange soft,java &amp; oracle adf developer,,Jul 2016,Sep 2016,3.0,"Cairo, Egypt",software
mohammedalii,https://www.linkedin.com/company/10518011/,RDI,game developer,Full-time,Feb 2022,Present,15.0,"Qesm El Doki, Al Jizah, Egypt",GAME
mohammedalii,https://www.linkedin.com/company/4827017/,Upwork,game developer,Freelance,Jun 2021,Present,23.0,,GAME
mohammedalii,https://www.linkedin.com/company/18953323/,DPM (Digital Power Media),game developer,Freelance,Jan 2020,Mar 2022,27.0,"Cairo Governorate, Egypt",GAME
mohammedalii,https://www.linkedin.com/company/573074/,Lead Liaison,game developer,Full-time,Sep 2020,Apr 2021,8.0,"Alexandria, Egypt",GAME
mohammedalii,https://www.linkedin.com/company/10562639/,Bookra,game developer,,Jul 2019,Dec 2019,6.0,Haram,GAME
mohammedhossam,https://www.linkedin.com/company/162479/,Apple,sr software architect,Full-time,Apr 2022,Present,13.0,"Seattle, Washington, United States",IT
mohammedhossam,https://www.linkedin.com/company/926041/,Okta,software architect,,Nov 2021,Apr 2022,6.0,"Bellevue, Washington, United States",IT
mohammedhossam,https://www.linkedin.com/company/926041/,Okta,tech lead - principal software engineer,,Apr 2020,Nov 2021,20.0,"Bellevue, Washington, United States",Lead
mohammedhossam,https://www.linkedin.com/company/926041/,Okta,principal software engineer,,Oct 2018,Apr 2020,19.0,"Bellevue, Washington",software
mohammedhossam,https://www.linkedin.com/company/2988/,VMware,senior software engineer,Full-time,Mar 2017,Oct 2018,20.0,"Bellevue, WA",software
mohammedhossam,https://www.linkedin.com/company/1035/,Microsoft,senior software engineer,Full-time,Jun 2014,Mar 2017,34.0,"Redmond, WA",software
mohammedhossam,https://www.linkedin.com/company/51941/,Hulu,senior software engineer,Full-time,Sep 2012,Jun 2014,22.0,Greater Los Angeles Area,software
mohsenmoawad,https://www.linkedin.com/company/2669/,Valeo,embedded software engineer,Full-time,Oct 2021,Present,19.0,"Cairo, Egypt",Embedded
mohsenmoawad,https://www.linkedin.com/company/1876006/,Analysis - Egypt,lims implementation engineer,Full-time,Apr 2021,Oct 2021,7.0,"Qesm El Maadi, Cairo, Egypt",
mona-mamdouh,UNKNOWN,RTR,computer vision engineer,Full-time,Jan 2023,Present,4.0,Nasr City · On-site,AI
mona-mamdouh,https://www.linkedin.com/company/1217/,Vodafone,intern,Internship,Jan 2022,Feb 2022,2.0,"Cairo, Egypt",internship
mona-mamdouh,https://www.linkedin.com/company/69204627/,Digital Egypt Builders Initiative- DEBI,intern,Internship,Feb 2021,Jan 2022,12.0,"Cairo, Egypt",internship
mona-mamdouh,https://www.linkedin.com/company/14048416/,Next Technology Leaders (NTL),intern,Internship,Jul 2019,May 2020,11.0,Egypt,internship
mona-mamdouh,https://www.linkedin.com/company/18192059/,Fab Lab Zagazig,intern,Internship,Aug 2019,Oct 2019,3.0,Egypt,internship
mona-shafiq-pmp-itil-68b435b3,https://www.linkedin.com/company/11254926/,Tactful AI,technical support manager,Full-time,Jan 2022,Present,16.0,Egypt,Lead
mona-shafiq-pmp-itil-68b435b3,https://www.linkedin.com/company/10287493/,Eagle-Chemicals Group,technical application supervisor,Full-time,Feb 2017,Jan 2022,60.0,,
mona-shafiq-pmp-itil-68b435b3,https://www.linkedin.com/company/1110/,Orange,"supervisor, business solutions",,Sep 2008,Jan 2017,101.0,Maadi,
mona-shafiq-pmp-itil-68b435b3,UNKNOWN,Cairo Software Services (CSS),software developer,,Aug 2007,Sep 2008,14.0,Heliopolis,software
mona-shafiq-pmp-itil-68b435b3,UNKNOWN,Bright Worx,web development trainee,,Jul 2006,Sep 2006,3.0,Maadi,full-stack
monamustafa7,https://www.linkedin.com/company/294614/,Information Technology Institute (ITI),internship trainee,Internship,Apr 2022,Present,13.0,"Cairo, Egypt",internship
moqbel-elseaedy-92b2a913b,https://www.linkedin.com/company/36991263/,Intalio-EverteamGS,python developer / erp software engineer,Full-time,Jun 2021,Present,23.0,,software
moqbel-elseaedy-92b2a913b,https://www.linkedin.com/company/18319208/,MarketMe IT,odoo developer,Full-time,Mar 2021,May 2021,3.0,,software
morsi-mohsen-1a2a32171,https://www.linkedin.com/company/11254926/,Tactful AI (Part of Dstny Group),data scientist,Full-time,Jun 2022,Present,11.0,"Cairo, Egypt",data
morsi-mohsen-1a2a32171,https://www.linkedin.com/company/13625083/,The Sparks Foundation,data science &amp; business analytics intern,Internship,Dec 2021,Jan 2022,2.0,,data
mosaosama,https://www.linkedin.com/company/10667/,Meta,software engineer,Full-time,Aug 2021,Present,21.0,"London, England, United Kingdom",software
mosaosama,https://www.linkedin.com/company/11130067/,C&amp;C Computer Solutions,software engineer,Full-time,Mar 2019,Jun 2021,28.0,,software
mosaosama,https://www.linkedin.com/company/1110/,Orange,software engineer,,Oct 2015,Apr 2017,19.0,,software
mosaosama,https://www.linkedin.com/company/1110/,Orange,software engineering intern,,Jul 2015,Sep 2015,3.0,,software
mostafa-abdelnasser,https://www.linkedin.com/company/82172855/,EJADA Systems Ltd,devops engineer,Full-time,Jan 2023,Present,4.0,"Cairo, Egypt · On-site",devops
mostafa-abdelnasser,https://www.linkedin.com/company/20308236/,IEEE GUC Student Branch,ieee gucsb head of iot department,Part-time,Oct 2021,Sep 2022,12.0,,Embedded
mostafa-abdelnasser,https://www.linkedin.com/company/7506670/,Universität zu Lübeck,bachelor thesis internship,Full-time,Apr 2021,Sep 2021,6.0,"Lübeck, Schleswig-Holstein, Germany",internship
mostafa-abdelnasser,https://www.linkedin.com/company/34787/,The German University in Cairo,junior teaching assistant for data structures course,Part-time,Sep 2019,Dec 2019,4.0,,data
mostafa-ahmed-moh,https://www.linkedin.com/company/9315800/,Brightskies,software engineer,Full-time,Jan 2022,Present,16.0,Egypt,software
mostafa-ahmed-moh,https://www.linkedin.com/company/1600068/,SCADA Innovations,software engineer,Full-time,Jul 2021,Dec 2021,6.0,"Cairo, Egypt",software
mostafa-alaa-gharieb,https://www.linkedin.com/company/28423178/,Siemens Digital Industries Software,research engineer,Full-time,Mar 2020,Present,38.0,"Cairo, Egypt",teaching
mostafa-alaa-gharieb,https://www.linkedin.com/company/3475/,Lafarge,instrumentation and automation trainee,,Jul 2016,Aug 2016,2.0,,QA
mostafa-alaa-gharieb,UNKNOWN,"Innovation hub, ASU",participant,,Jul 2015,Oct 2015,4.0,"Cairo Governorate, Egypt",
mostafa-ayman-261949155,https://www.linkedin.com/company/1217/,Vodafone,ios developer,Full-time,Dec 2021,Present,17.0,,mobile
mostafa-ayman-261949155,https://www.linkedin.com/company/10373093/,Al7osam Company,ios developer,Full-time,Oct 2021,Nov 2021,2.0,,mobile
mostafa-ayman-261949155,https://www.linkedin.com/company/18964824/,HashStudio,ios developer,,Aug 2020,Oct 2021,15.0,"Monufia Governorate, Egypt",mobile
mostafa-ayman-261949155,UNKNOWN,Self employed,ios developer,,Jul 2020,Oct 2020,4.0,,mobile
mostafa-eissa-16356b12a,https://www.linkedin.com/company/17951779/,Breadfast,senior data scientist,Full-time,Jun 2022,Present,11.0,,data
mostafa-eissa-16356b12a,https://www.linkedin.com/company/212669/,Unity,data scientist,Full-time,Jan 2022,May 2022,5.0,,data
mostafa-eissa-16356b12a,https://www.linkedin.com/company/7545/,Nokia Bell Labs,data scientist,Internship,Jan 2021,Jun 2021,6.0,"Espoo, Southern Finland, Finland",data
mostafa-eissa-16356b12a,https://www.linkedin.com/company/31293/,EJADA,business intelligence consultant,Full-time,Jun 2016,Aug 2019,39.0,"Al-Riyadh Governorate, Saudi Arabia",AI
mostafa-eissa-16356b12a,https://www.linkedin.com/company/31293/,EJADA,business intelligence developer,Full-time,Jun 2014,Feb 2016,21.0,"Al-Riyadh Governorate, Saudi Arabia",AI
mostafa-gamal-badawy,https://www.linkedin.com/company/162479/,Apple,software engineer,Full-time,Oct 2022,Present,7.0,"Barcelona, Catalonia, Spain",software
mostafa-gamal-badawy,https://www.linkedin.com/company/9358547/,"Open Data
                                                                                Science Conference
                                                                                (ODSC)",senior data scientist / nlp,Full-time,Apr 2021,Oct 2022,19.0,,data
mostafa-gamal-badawy,https://www.linkedin.com/company/9358547/,"Open Data
                                                                                Science Conference
                                                                                (ODSC)",data scientist / nlp,Contract,Oct 2019,Apr 2021,19.0,,data
mostafa-gamal-badawy,https://www.linkedin.com/company/10269368/,Webville,senior research and development engineer,,Dec 2020,Sep 2021,10.0,"Cairo, Egypt",teaching
mostafa-gamal-badawy,https://www.linkedin.com/company/10269368/,Webville,r&amp;d machine learning engineer,,Apr 2019,Dec 2020,21.0,"Cairo Governorate, Egypt",AI
mostafa-gamal-badawy,https://www.linkedin.com/company/6538159/,Egyptian Armed Forces,software engineer,Freelance,Dec 2018,Apr 2019,5.0,"Ismailia Governorate, Egypt",software
mostafa-gamal-badawy,https://www.linkedin.com/company/2669/,Valeo,deep learning researcher,Full-time,Apr 2017,Aug 2018,17.0,"Smart Village, Egypt",AI
mostafa-hassan-097,https://www.linkedin.com/company/167822/,_VOIS,devops engineer,Full-time,Aug 2022,Present,9.0,"Cairo, Egypt",devops
mostafa-hassan-097,https://www.linkedin.com/company/1603/,AstraZeneca,it service desk analyst,Full-time,Apr 2021,Sep 2021,6.0,"Cairo, Egypt",IT
mostafa-hassan-backend-dev,https://www.linkedin.com/company/13047994/,34ML,backend software enginner,Full-time,Jun 2022,Present,11.0,"Cairo, Egypt",back-end
mostafa-hassan-backend-dev,https://www.linkedin.com/company/2857404/,Ain Shams University,teaching assistant,Full-time,Sep 2022,Feb 2023,6.0,"Cairo, Egypt",teaching
mostafa-hazem-omar,https://www.linkedin.com/company/10809581/,Raisa Energy LLC,data scientist ii,,Jan 2023,Present,4.0,,data
mostafa-hazem-omar,https://www.linkedin.com/company/10809581/,Raisa Energy LLC,data scientist i,,Jul 2021,Jan 2023,19.0,,data
mostafa-hazem-omar,https://www.linkedin.com/company/350987/,Cairo University,teaching assistant,Part-time,Oct 2021,Jun 2022,9.0,"Cairo, Egypt",teaching
mostafa-hazem-omar,https://www.linkedin.com/company/2697/,Mentor Graphics,research and development engineer,Internship,Feb 2021,Jul 2021,6.0,Egypt,teaching
mostafa-kashwaa,https://www.linkedin.com/company/5390798/,HP,software engineer,Contract,Apr 2022,Present,13.0,Remote,software
mostafa-kashwaa,https://www.linkedin.com/company/5351527/,Andela,software engineer,Full-time,Jan 2020,Present,40.0,Egypt,software
mostafa-kashwaa,UNKNOWN,Freelancer,software engineer,Freelance,Mar 2015,Jan 2020,59.0,Remote,software
mostafa-kashwaa,https://www.linkedin.com/company/11365143/,spark cloud,senior android developer,Full-time,Sep 2018,Sep 2019,13.0,"Mansoura, Egypt",mobile
mostafa-kashwaa,UNKNOWN,Thaqeb Soft,android developer,Full-time,2014,2016,24.0,Egypt,mobile
mostafa-khalid-0129b4149,https://www.linkedin.com/company/10789761/,Bosta,senior software engineer,,Oct 2021,Present,19.0,"Cairo, Egypt",software
mostafa-khalid-0129b4149,https://www.linkedin.com/company/10789761/,Bosta,software engineer at bosta,,Nov 2019,Oct 2021,24.0,"Cairo Governorate, Egypt",software
mostafa-khalid-0129b4149,https://www.linkedin.com/company/12907278/,DIGIS Squared,node.js developer,,Jan 2019,Nov 2019,11.0,"Cairo Governorate, Egypt",software
mostafa-mahmoud-423821205,https://www.linkedin.com/company/3014/,Huawei,maintenance engineer,Full-time,Jul 2021,Present,22.0,Egypt,
mostafa-mahmoud-423821205,https://www.linkedin.com/company/84785093/,Learn In Depth,embedded systems trainee,,Mar 2021,Aug 2022,18.0,Egypt,Embedded
mostafa-mahmoud-423821205,UNKNOWN,Egyptian Naval Force,electronics and communication engineer,Full-time,Apr 2019,Mar 2021,24.0,,
mostafa-mahmoud-423821205,https://www.linkedin.com/company/9426819/,Moselay Media Development,android software intern,Internship,Sep 2016,Aug 2017,12.0,Egypt,mobile
mostafa-mahmoud-423821205,https://www.linkedin.com/company/1874400/,Petrogulf misr,intern,Internship,Jun 2016,,1.0,Egypt,internship
mostafa-mahmoud-72a56b168,https://www.linkedin.com/company/4814580/,Objects,back end developer,Full-time,Jul 2019,Present,46.0,Egypt,back-end
mostafa-nassar-57a84062,https://www.linkedin.com/company/17951779/,Breadfast,engineering manager,Full-time,Sep 2021,Present,20.0,"Cairo, Egypt",Lead
mostafa-nassar-57a84062,https://www.linkedin.com/company/2541858/,WUZZUF,software engineer,,Feb 2019,Sep 2021,32.0,"Cairo Governorate, Egypt",software
mostafa-nassar-57a84062,https://www.linkedin.com/company/2417267/,iCloudit,software engineer,,Dec 2012,Jan 2019,74.0,"Cairo Governorate, Egypt",software
mostafa-saad-699b3631,https://www.linkedin.com/company/79415063/,Atomica AI,desktop development team leader,Full-time,Jan 2022,Present,16.0,Egypt · Remote,Lead
mostafa-saad-699b3631,https://www.linkedin.com/company/839215/,360imaging,software engineer,,Feb 2016,Jan 2022,72.0,,software
mostafa-saad-699b3631,https://www.linkedin.com/company/10910174/,Suppoяt ASU,game development committer member,,Feb 2015,Mar 2016,14.0,,IT
mostafa-saad-699b3631,https://www.linkedin.com/company/855534/,acmASCIS Student Chapter,media committee member,,Aug 2012,Jan 2015,30.0,,IT
mostafa-shahin13,https://www.linkedin.com/company/5217350/,Eventum IT Solutions,junior data scientist,,Jun 2020,Present,35.0,,data
mostafa-teba-4b7a4318a,UNKNOWN,Freelance,freelance software developer,,Apr 2016,Present,85.0,,software
mostafa-teba-4b7a4318a,https://www.linkedin.com/company/1138926/,BBI,senior java developer,,Feb 2019,Aug 2019,7.0,"Cairo Governorate, Egypt",software
mostafa-teba-4b7a4318a,https://www.linkedin.com/company/21370/,International Turnkey Systems - ITS,senior java developer ( its – gdc- stc team),,Jan 2018,May 2019,17.0,,IT
mostafa-teba-4b7a4318a,https://www.linkedin.com/company/18171884/,Marased Technology,full stack developer,,Jun 2016,Jan 2018,20.0,"Cairo Governorate, Egypt",full-stack
mostafa-teba-4b7a4318a,UNKNOWN,Computer Studies Institute in Northern Military Region,software instructor during military service,,Apr 2014,Apr 2016,25.0,"Alexandria Governorate, Egypt",IT
mostafa-wael,https://www.linkedin.com/company/11254926/,Tactful AI,devops &amp; cloud engineer,Part-time,Dec 2021,Present,17.0,"Cairo, Egypt",devops
mostafa-wael,https://www.linkedin.com/company/73433718/,SST Lab,team specialist,,Aug 2019,Feb 2022,31.0,"Giza, Al Jizah, Egypt",
mostafa-wael,https://www.linkedin.com/company/70860624/,Master Micro,software engineer,Part-time,Aug 2021,Nov 2021,4.0,"Cairo, Egypt",software
mostafa-wael,https://www.linkedin.com/company/13625083/,The Sparks Foundation,computer vision intern,Internship,Oct 2021,,1.0,,AI
mostafa-wael,https://www.linkedin.com/company/18162132/,Cairo University Eco-Racing Team,autonomous driving software engineer,,Aug 2020,Oct 2021,15.0,"Giza, Al Jizah, Egypt",AI
mostafaarefaat,https://www.linkedin.com/company/235489/,KnowledgeNet,senior java software engineer,Full-time,Jun 2020,Present,35.0,"Cairo, Egypt",software
mostafaarefaat,https://www.linkedin.com/company/5358188/,STC Solutions,senior java software engineer,,Feb 2019,May 2020,16.0,"Riyadh, Riyadh Region, Saudi Arabia",software
mostafaarefaat,https://www.linkedin.com/company/18505329/,Algorithmz,senior java developer,,Mar 2018,Jan 2019,11.0,"Makram Ebeid st. Nasr City, Cairo",software
mostafaarefaat,https://www.linkedin.com/company/10602593/,V Apps,javaee developer,,Nov 2013,Feb 2018,52.0,"Salah Salem, Masr El Gdeda, Cairo, Egypt",software
mostafakandil86,https://www.linkedin.com/company/5245004/,TRUEMEGA Technology Solutions,senior software engineer,,Aug 2016,Present,81.0,"Cairo Governorate, Egypt",software
mostafakandil86,https://www.linkedin.com/company/1278974/,Beshara Group,senior java developer,,Mar 2015,Aug 2016,18.0,Egypt,software
mostafakandil86,https://www.linkedin.com/company/973986/,Accentia-ME,java developer,,Dec 2012,Mar 2015,28.0,Egypt,software
mostafakandil86,UNKNOWN,Center of Studies and Development of computers and information Systems (CSDS),java developer,,Dec 2007,Nov 2012,60.0,Egypt,software
mostafakassem1,https://www.linkedin.com/company/28423178/,Siemens Digital Industries Software,qa test engineer,Full-time,Feb 2023,Present,3.0,"Cairo, Egypt",QA
mostafakassem1,https://www.linkedin.com/company/70236362/,ONE Lab Egypt,machine learning intern,Internship,Aug 2021,Oct 2021,3.0,,AI
mostafakassem1,https://www.linkedin.com/company/691295/,SYSTEL,intern,Internship,Jul 2021,Aug 2021,2.0,,internship
mostafamohammed05,https://www.linkedin.com/company/86397039/,b_labs,senior android engineer,Full-time,Apr 2023,Present,1.0,"Cairo, Egypt",mobile
mostafamohammed05,https://www.linkedin.com/company/18899346/,ACME SAICO - Integrated Engineering Systems -(IES),software engineer,Full-time,Nov 2019,Apr 2023,42.0,,software
mostafamohammed05,https://www.linkedin.com/company/2917922/,Qyadat Company,system analyst,,Jun 2016,Jul 2017,14.0,,
motazmohamed,https://www.linkedin.com/company/167822/,_VOIS,devops engineer,Full-time,Apr 2022,Present,13.0,"Cairo, Egypt",devops
motazmohamed,https://www.linkedin.com/company/294614/,Information Technology Institute (ITI),devops trainee,Full-time,Oct 2021,Apr 2022,7.0,,devops
motazmohamed,UNKNOWN,Xlabs,frontend developer,Full-time,Jan 2019,Jan 2020,13.0,Egypt,front-end
motazmohamed,https://www.linkedin.com/company/1009/,IBM,ibm d-na ambassador,,Aug 2018,Nov 2018,4.0,,
motazmohamed,UNKNOWN,SKN,business developer,Full-time,Jan 2017,Jan 2018,13.0,,software
moustafamohsen,https://www.linkedin.com/company/2274396/,Zartis,senior fullstack engineer,Full-time,Jun 2022,Present,11.0,Spain,full-stack
moustafamohsen,https://www.linkedin.com/company/27232085/,EVA Global,full stack engineer,Contract,Jun 2022,Present,11.0,,full-stack
moustafamohsen,https://www.linkedin.com/company/4827017/,Upwork,freelance web developer,Freelance,Mar 2018,Jun 2022,52.0,Remote,full-stack
moustafamohsen,https://www.linkedin.com/company/71477848/,Ongoing,programming office manager,Full-time,2020,2021,12.0,"Cairo, Egypt",Lead
moustafamohsen,https://www.linkedin.com/company/3239830/,Educator.com,full stack engineer,Part-time,2019,2021,24.0,Remote,full-stack
mtaherelkholy,https://www.linkedin.com/company/5217350/,Eventum IT Solutions,principal software engineer,Full-time,Jun 2022,Present,11.0,"Alexandria, Egypt · Hybrid",software
mtaherelkholy,https://www.linkedin.com/company/5217350/,Eventum IT Solutions,senior software engineer,Full-time,Jul 2021,Present,22.0,"Alexandria, Egypt",software
mtaherelkholy,https://www.linkedin.com/company/5217350/,Eventum IT Solutions,software engineer,,May 2018,Oct 2021,42.0,"Alexandria Governorate, Egypt",software
mtaherelkholy,https://www.linkedin.com/company/30766225/,GreySkies,principal software engineer,Full-time,Jun 2022,Present,11.0,"Alexandria, Egypt · Remote",software
mtaherelkholy,https://www.linkedin.com/company/31293/,EJADA,integration engineer,,May 2017,Apr 2018,12.0,"Alexandria Governorate, Egypt",
mtaherelkholy,https://www.linkedin.com/company/5217350/,Eventum IT Solutions,software engineer,Full-time,Aug 2016,Apr 2017,9.0,,software
mtaherelkholy,https://www.linkedin.com/company/5217350/,Eventum IT Solutions,software engineer intern,Internship,Jul 2016,Aug 2016,2.0,,software
mtaherelkholy,https://www.linkedin.com/company/268822/,"Faculty of Engineering, Alexandria University, Egypt",student,,Sep 2011,Jun 2016,58.0,"Alexandria, Egypt",student
mu5tar,https://www.linkedin.com/company/294614/,Information Technology Institute (ITI),embedded systems,Apprenticeship,Jul 2022,Dec 2022,6.0,,Embedded
mu5tar,https://www.linkedin.com/company/67749730/,Algoriza,flutter developer,Internship,Jun 2022,Jul 2022,2.0,,mobile
mu5tar,https://www.linkedin.com/company/13625083/,The Sparks Foundation,iot intern,Internship,Feb 2022,Jun 2022,5.0,,Embedded
mu5tar,https://www.linkedin.com/company/15805726/,National Telecommunication Institute (NTI),embedded software engineer trainee,Internship,Aug 2021,Jun 2022,11.0,,Embedded
mu5tar,UNKNOWN,Zone apps,flutter developer,Full-time,Dec 2020,Jul 2021,8.0,"Giza, Al Jizah, Egypt",mobile
muhamed-khedr,https://www.linkedin.com/company/13653729/,bld.ai,software engineer,Part-time,Nov 2022,Present,6.0,,software
muhamed-khedr,https://www.linkedin.com/company/13653729/,bld.ai,software engineer intern,Internship,Aug 2022,Nov 2022,4.0,,software
muhameddaahmed,https://www.linkedin.com/company/108462/,Sumerge,associate integration engineer,Full-time,Oct 2022,Present,7.0,"Cairo, Egypt",
muhameddaahmed,https://www.linkedin.com/company/393986/,National Bank of Egypt (NBE),mobile application developer,Internship,Aug 2021,,1.0,"Cairo, Egypt",mobile
muhameddaahmed,https://www.linkedin.com/company/16525/,CIB Egypt,trainee,Internship,Jul 2021,,1.0,"Cairo, Egypt",internship
muhammed-aly,https://www.linkedin.com/company/1586/,Amazon,software development engineer,Full-time,Aug 2022,Present,9.0,"Edinburgh, Scotland, United Kingdom",software
muhammed-aly,https://www.linkedin.com/company/18844264/,Route,course instructor,Part-time,Mar 2020,Present,38.0,"Cairo, Egypt",teaching
muhammed-aly,https://www.linkedin.com/company/13653729/,bld.ai,software engineer,Full-time,Mar 2022,Jun 2022,4.0,,software
muhammed-aly,https://www.linkedin.com/company/855534/,acmASCIS Student Chapter,president,,Sep 2019,Sep 2020,13.0,,
muhammed-aly,https://www.linkedin.com/company/855534/,acmASCIS Student Chapter,mentor,,Aug 2018,Aug 2019,13.0,,
muhammed-aly,UNKNOWN,"International Center for Bio-availability, Pharmaceutical, and Clinical Research (ICBR)",software developer,,Jan 2018,Jan 2019,13.0,"Cairo Governorate, Egypt",software
muhammedatif,https://www.linkedin.com/company/69565615/,Amenli,software engineer,Full-time,May 2022,Present,12.0,"Cairo, Egypt",software
muhammedatif,https://www.linkedin.com/company/53266533/,Variiance,software engineer,Full-time,Jun 2021,May 2022,12.0,"6th of October, Cairo, Egypt",software
muhammedatif,UNKNOWN,Self-employed,back end developer,,Jun 2017,Jun 2021,49.0,,back-end
nabil-salman-851037164,https://www.linkedin.com/company/79415063/,Atomica AI,software developer,Full-time,Jun 2021,Present,23.0,"Atlanta, Georgia, United States · Remote",software
nabil-salman-851037164,https://www.linkedin.com/company/42404232/,Phantom Technologies,back end developer,Full-time,Feb 2021,Jun 2021,5.0,"Qesm El Maadi, Cairo, Egypt",back-end
nada-ahmed-09a891158,https://www.linkedin.com/company/8331/,Orange Egypt,senior back end developer,Full-time,Jan 2021,Present,28.0,Smart village,back-end
nada-ahmed-09a891158,https://www.linkedin.com/company/1110/,Orange,senior software engineer,Full-time,Jan 2021,Present,28.0,"Cairo, Egypt",software
nada-ahmed-09a891158,https://www.linkedin.com/company/1217/,Vodafone,back end developer,Full-time,Nov 2018,Dec 2020,26.0,"Cairo, Egypt",back-end
nada-ahmed-09a891158,https://www.linkedin.com/company/1217/,Vodafone,back end developer,Full-time,Nov 2018,Dec 2020,26.0,"Cairo, Egypt",back-end
nada-ahmed-09a891158,https://www.linkedin.com/company/1217/,Vodafone,business intelligence analyst,,Oct 2018,Dec 2020,27.0,Egypt,AI
