name,logo,banner,description,tagLine,followerCount,website,domain,location,companyAddress,industry,companySize,headquarters,founded,specialties,mainCompanyID,linkedinID,salesNavigatorLink,employeesOnLinkedIn,companyName,query,timestamp,companyUrl,phone,error,isClaimable
Freelancer,https://media.licdn.com/dms/image/C4D0BAQGLHSQIn0jFNA/company-logo_200_200/0/1519902304041?e=1691625600&v=beta&t=H7KEYsFKBqt15yvV6zLXdE9XKbKovbuADD5vQqBwZSI,https://media.licdn.com/dms/image/C4D1BAQHFEZKh1jWIUg/company-background_10000/0/1519798071665?e=1683871200&v=beta&t=ts-W-ydwAweQBHp5aFDv0lmYnQmm9nCYjfnfLyM9s3s,"A freelancer or freelance worker is a term commonly used for a person who is self-employed and is not necessarily committed to a particular employer long-term. Freelance workers are sometimes represented by a company or a temporary agency that resells freelance labor to clients; others work independently or use professional associations or websites to get work.

While the term ""independent contractor"" would be used in a higher register of English to designate the tax and employment class of this type of worker, the term freelancing is most common in culture and creative industries and this term specifically motions to participation therein.

Fields, professions and industries where freelancing is predominant include music, writing, acting, computer programming, web design, translating and illustrating, and other forms of piece work which some cultural theorists consider as central to the cognitive-cultural economy.",,53050,https://en.wikipedia.org/wiki/Freelancer,https://en.wikipedia.org/wiki/Freelancer,,,Media Production,"10,001+ employees",,,"Journalism, Media, newspaper, and Communication",18075742,18075742,https://www.linkedin.com/sales/company/18075742/,10572,Freelancer,https://www.linkedin.com/company/18075742/,2023-05-05T05:25:30.339Z,https://www.linkedin.com/company/freelancerj/,,,
Open Robotics,https://media.licdn.com/dms/image/C4E0BAQGbbpJSRmFoFQ/company-logo_200_200/0/1560884885571?e=1691625600&v=beta&t=jk2veyQlcSVRDqLIFXmMIS1vJ-e5xoUgqIy1JzevgH8,https://media.licdn.com/dms/image/C4E1BAQHAoEJFMWrscA/company-background_10000/0/1560884595602?e=1683871200&v=beta&t=ti0XbRcK_Cdksswjx-PaQSl-MngKyDGOnIOkKjkF7Zw,"At Open Robotics, we work with industry, academia, and government to create and support open software and hardware for use in robotics, from research and education to product development.",Creating open software and hardware platforms for robotics,81067,https://www.openrobotics.org,https://openrobotics.org,Mountain View,"170 S Whisman Rd, Mountain View, California 94041, US",Research Services,11-50 employees,"Mountain View, California",2012,"robotics, software, simulation, framework, and open source",5118898,5118898,https://www.linkedin.com/sales/company/5118898/,22,Open Robotics,https://www.linkedin.com/company/5118898/,2023-05-05T05:25:45.286Z,https://www.linkedin.com/company/open-source-robotics-foundation/,,,
Dealtio,https://media.licdn.com/dms/image/C4D0BAQGZAAh-AnOC5w/company-logo_200_200/0/1662631250634?e=1691625600&v=beta&t=oHT8lE-BAbid-MLVTaT4K-VMdgiJeIF6qhExhmRVkp0,https://media.licdn.com/dms/image/D4D1BAQH5UhHtnS23pQ/company-background_10000/0/1668682372283?e=1683871200&v=beta&t=4G5tdBRYXN58AhmUCsjcXYnokUBiOYXB-vDZu7UuNig,Dealtio is the biggest E-commerce platform that connects exporters with importers and suppliers with buyers. and simplifies the trading process between different sectors and fields worldwide.,The First Export B2B eCommerce marketplace in Africa and MENA region.,2869,https://www.dealtio.com,https://dealtio.com,Cairo,"Cairo,   EG",Internet Marketplace Platforms,11-50 employees,,2020,B2B eCommerce  and Export and Trading,37566120,37566120,https://www.linkedin.com/sales/company/37566120/,39,Dealtio,https://www.linkedin.com/company/37566120/,2023-05-05T05:25:59.421Z,https://www.linkedin.com/company/dealtio/,+2 01285153546,,
Shaqa.Com,https://media.licdn.com/dms/image/C4E0BAQHqMwmriapIJQ/company-logo_200_200/0/1519885863594?e=1691625600&v=beta&t=OGaJX8afNSYX5ibL5kZQth6_0a7lIwx-hKMiEhE4P4k,,"Shaqa.com is a Real Estate Search Engine, Connecting Buyers & Sellers in an easy, direct way.
Started in 2010, And the real re-lunch was on 19 Dec 2012.

Shaqa.com is a Ruby-on-Rails application, Built with all UX/UI concepts in mind.

HQ is located in Alexandria, Egypt.",,95,http://shaqa.com,shaqa.com,Alexandria,"673 El Horya Rode -Abou Qir ,st, Alexandria,   EG",Real Estate,2-10 employees,,2010,Real Estate and Web Application,3116401,3116401,https://www.linkedin.com/sales/company/3116401/,5,Shaqa.Com,https://www.linkedin.com/company/3116401/,2023-05-05T05:26:13.143Z,https://www.linkedin.com/company/shaqa-dot-com/,,,
Orange,https://media.licdn.com/dms/image/C4D0BAQEIG5RkDRNPvg/company-logo_200_200/0/1574431121488?e=1691625600&v=beta&t=XR2pM9-ztYgAvGeAdo-BR2Vx6RbHfvg5dGiaozTYTow,https://media.licdn.com/dms/image/D4E1BAQEDT1WnQjmhcQ/company-background_10000/0/1682514760210?e=1683871200&v=beta&t=Ai4NpA17Qm_TRVFlV3D3Gu0Ak9GI7K-qSaxbhwUB_SQ,"Orange is one of the world’s leading telecommunications operators with sales of 43.5 billion euros in 2022 and 136,000 employees worldwide at 31 December 2022, including 75,000 employees in France. The Group has a total customer base of 287 million customers worldwide at 31 December 2022, including 242 million mobile customers and 24 million fixed broadband customers. The Group is present in 26 countries. Orange is also a leading provider of global IT and telecommunication services to multinational companies under the brand Orange Business. In February 2023, the Group presented its strategic plan « Lead the future », built on a new business model and guided by responsibility and efficiency. « Lead the future » capitalizes on network excellence to reinforce Orange's leadership in service quality.","At Orange, you can.",1004536,https://www.orange.com,https://orange.com,Issy-les-Moulineaux,"111, Quai du Président Roosevelt, Issy-les-Moulineaux, 92130, FR",Telecommunications,"10,001+ employees","Issy-les-Moulineaux, Île-de-France",,"Digital, telecommunications, fixed, mobile and Internet, networks, Moblie payment, IT, IA, and Bank",1110,"1110,12800,5509188,3297950,2625246,3165553,947572,10916,3093,5115950,407323,8331,1112,11018069,8238,603115",https://www.linkedin.com/sales/company/1110/,126882,Orange,https://www.linkedin.com/company/1110/,2023-05-05T05:26:27.688Z,https://www.linkedin.com/company/orange/,,,
Via,https://media.licdn.com/dms/image/C560BAQFaWEvXanw5vA/company-logo_200_200/0/1615059449930?e=1691625600&v=beta&t=eE7t4iLlEHbnpog2CB2utejs71W6GzhU0wUnFR7WtQY,https://media.licdn.com/dms/image/C561BAQFxZ6qg0h9OoA/company-background_10000/0/1615059494641?e=1683871200&v=beta&t=F22kgQ1botDCCGYX9ggRKZAiJdFeZyMykXdAvRN9Giw,"We started with helping businesses get found, get chosen and get engagement online through our suite of software tools. Then, we expanded into a conversational commerce platform that helps businesses build relationships with customers on the devices and networks they use most often.",Changing the way customers and eCommerce businesses build relationships through mobile marketing tools! ,3931,http://viacustomers.com,viacustomers.com,Lehi,"2000 Ashton Blvd, Suite 100, Lehi, UT 84043, US",Mobile Computing Software Products,51-200 employees,"Lehi, UT",2019,Megento,34218660,34218660,https://www.linkedin.com/sales/company/34218660/,93,Via,https://www.linkedin.com/company/34218660/,2023-05-05T05:26:42.556Z,https://www.linkedin.com/company/via-software/,,,
Al7osam Company,https://media.licdn.com/dms/image/C560BAQGwVrArAek7Sg/company-logo_200_200/0/1519868235371?e=1691625600&v=beta&t=qhAEBuheW569HgmM7x_G6D5r3l2kh0oUwyfp6pAbAPU,,"Al7osam Company was founded in 2012, Al7osam is Software Solutions Company and it Considered as an important player in information technology and e-marketing field at a rapid pace.

Al7osam Company applies the best skills, knowledge and experience for all of our services to customers using the latest means of development, design, according to the best and latest technology standards.

Al7osam is one of the first companies to recognize the impact of the Internet on the commercial and government sector in Egypt. Let her than to devote their efforts to find the best solutions in the field of information and technology available to its customers.

Al7osam Company has a group of highly qualified programmers and designers .

Since 2012, our team has been serving hundreds of customers; provide accountant systems and Software Solutions, designing and developing websites, also printing & advertising solutions for businesses ranging in size from small businesses to large corporations.

In 2015, after years of experience in Egypt market, looking for expanding our market and serving more number of clients with higher quality solutions in the Middle East.

Our task is to ensure that the company’s vision and plans for expansion and development happenning professionally, quickly and profitably.",,230,http://www.al7osamcompany.com/,al7osamcompany.com,shebin el kom,"25 Ahmed Maher St, Shebin El-kom, shebin el kom, 01234, EG",Software Development,11-50 employees,"shebin el kom, cairo",2012,"Software Solutions, Desktop Applications, Mobile Applications, Business Analysis, Web Development, Web Desgin, Motion Graphics, Graphic Desgins, Social Media Markting, Customer Services, and Accountant systems",10373093,10373093,https://www.linkedin.com/sales/company/10373093/,21,Al7osam Company,https://www.linkedin.com/company/10373093/,2023-05-05T05:26:56.601Z,https://www.linkedin.com/company/al7osam-company/,,,
,,,,,,,,,,,,,,,,,,,,https://www.linkedin.com/company/64751252/,2023-05-05T05:27:20.738Z,,,Unavailable company,
Smart Medical Services,https://media.licdn.com/dms/image/C4D0BAQEF3nORHl7ExQ/company-logo_200_200/0/1590673479545?e=1691625600&v=beta&t=K9eR0K52rnupYbF9ViL38W0VnfecTK2HyaNhM4yB40Y,https://media.licdn.com/dms/image/D4D1BAQGW0PB98PPhnA/company-background_10000/0/1663676441482?e=1683871200&v=beta&t=sNa8qVufmD9LEDpK59GcVLXe20o0nwxZwqRvjERQfto,"Established in 2009, Smart Medical Services is an Egyptian based Tech-enabled healthcare management company providing business process outsourcing services, and accessible healthcare managed plans with efficiency, flexibility and innovation.

Our vision is:
To transform the healthcare space locally, regionally, and globally by becoming one of the leading Tech-Healthcare management  companies, leveraging technology to offer superior personalized healthcare quality at best value for money. Transforming the healthcare experience for all stakeholders to an easy and efficient system, through a more inclusive and data driven approach.
And becoming the partner of choice for healthcare programs whether on the B2B or B2C levels.

At Smart Medical services, We have developed innovative healthcare solutions that are compatible with the unique requirements of our customers.

Smart Medical Services is one of the major players in the market when it comes to healthcare services for corporates such as: Managed Care Plans, TPA (third party administration), in addition for being a pioneer in innovative medical care formats such as Self Funded Schemes.
Smart Medical Services is serving a wide range of corporate customers across all sectors, providing them with high level service quality. 

On the individuals level, we care about different segments of the society, so we have created a range of products  that cater for the different needs of individuals through Sehaty program, which is the ultimate healthcare solution for individuals whether insured or not, as it provides a complete personalized healthcare experience for its members and their loved ones! Including 24/7 call center for medical assistance and consultations, medical content and information, health records, credible doctors’ locator, and second opinions, in addition to up to 60% discount at all service providers in Sehaty network, including Doctors, Hospitals, Health Centers, Labs, Radiology centers, pharmacies, etc..


 ","A technology-focused healthcare company to provide a personalized, data-driven healthcare journey in Egypt & beyond.",3942,http://www.smart-medicalservices.com,smart-medicalservices.com,Dokki,"65 Mosadaq St, Alexandria , Dokki, Giza  EG | Doha Mall, 10 of Ramadan,   EG | 9th El-Syadla towers, Smouha, Alex  EG",Insurance,51-200 employees,"Dokki, Giza",2009,"health care, medical care, medical insurance, insurance, and technology",9249157,9249157,https://www.linkedin.com/sales/company/9249157/,125,Smart Medical Services,https://www.linkedin.com/company/9249157/,2023-05-05T05:27:34.744Z,https://www.linkedin.com/company/smart-medical-services/,16261,,
SiliconArena,https://media.licdn.com/dms/image/C4D0BAQFJ7MoD63IoXA/company-logo_200_200/0/1652456383914?e=1691625600&v=beta&t=nrrgMw923hLrrAmMlFwmfBbCD7RPgHekbj0qfU8scpw,https://media.licdn.com/dms/image/C4D1BAQH65_lSenKn9A/company-background_10000/0/1640857938043?e=1683871200&v=beta&t=9TRPg8Mbrn1uKjO1O98_1Vf0q3lKyZEIIJbMj9zCSVg,"SiliconArena is a software development house, where we design and develop professional business solutions which are presented to our customers to cover the business needs in excellent quality and reasonable cost.","professional, creative and passionate agency based in Cairo, We have a team of highly experienced and knowledgeable ",1261,http://silicon-arena.com,silicon-arena.com,cairo ,"The greek Campus, cairo , cairo  EG",IT Services and IT Consulting,11-50 employees,"cairo , cairo",,,19192327,19192327,https://www.linkedin.com/sales/company/19192327/,2,SiliconArena,https://www.linkedin.com/company/19192327/,2023-05-05T05:27:48.709Z,https://www.linkedin.com/company/siliconarena/,00201277444078,,
The American University in Cairo,https://media.licdn.com/dms/image/C4E0BAQGjzyYT-NNNFw/company-logo_200_200/0/1610442280959?e=1691625600&v=beta&t=v8H7uEQnXq7WUvVy2EEq3Fr5YUDpz4-8CMWymPs6JM4,https://media.licdn.com/dms/image/C561BAQGCFzhmur4Ggw/company-background_10000/0/1610448243007?e=1683871200&v=beta&t=No60BAzKSPzskRkJtkBBoEUoLG_-mS1Oo6RojiehF6s,"The American University in Cairo, founded in 1919, is the region’s premier English-language university and an essential contributor to the social, political and cultural life of the Arab world.","Welcome to AUC, Egypt’s top University! Sharing our academic excellence, impactful research and various achievements.",305696,http://www.aucegypt.edu/,aucegypt.edu,Cairo,"AUC Avenue, P.O. Box 74 New Cairo, Cairo, cairo 11835, EG",Higher Education,"1,001-5,000 employees","Cairo, cairo",1919,Higher education,15509,15509,https://www.linkedin.com/sales/company/15509/,4851,The American University in Cairo,https://www.linkedin.com/company/15509/,2023-05-05T05:28:03.682Z,https://www.linkedin.com/school/aucegypt/,+20.2.2615.1000,,
