name,logo,banner,description,tagLine,followerCount,website,domain,location,companyAddress,phone,industry,companySize,headquarters,founded,mainCompanyID,linkedinID,salesNavigatorLink,employeesOnLinkedIn,companyName,query,timestamp,companyUrl,specialties,error,isClaimable
webkeyz,https://media.licdn.com/dms/image/D4D0BAQG1u0jsLgrAHw/company-logo_200_200/0/1681299527686?e=1691625600&v=beta&t=YHeWezN-XkEnF5cIgxHLqBuTk66FMdlb_pQZ2yOzM6I,https://media.licdn.com/dms/image/D4D1BAQFZnkSuCDAkyg/company-background_10000/0/1677431810742?e=1683903600&v=beta&t=41kLQu-GqsvjsWNHZUklc2Jb4PQGTaBoHwEAxfkR1Lg,"Your Front-end Partner

We help software-houses and digital firms deliver intelligent, engaging & beautiful experiences

webkeyz provides to software houses, tech VC,  tech start-ups and digital marketing agencies the following services:

1- User Experience Design
2- User Interface Design
3- Client Side Programming (Mobile Apps, Smart TV, Touch Surface, HTML5 Apps)","We are a Product and UX Design firm with a human-centric approach. 
",6631.0,http://www.webkeyz.com,webkeyz.com, San Francisco ,"548 Market St #48729 ,  San Francisco , 94104, US",,Design,11-50 employees,"San Francisco , CA",2009.0,2639628.0,2639628,https://www.linkedin.com/sales/company/2639628/,38.0,webkeyz,https://www.linkedin.com/company/2639628/,2023-05-05T14:26:23.041Z,https://www.linkedin.com/company/webkeyz/,"User Experience Design, User Interface Design, Cross-Device Cross-Browser Markup Design, Front-End Development, UX Research, Service Design , Mobile App Development, UX & CX Design Consultation, and Business Innovation",,
Oasis Computer Systems Co. Ltd.,https://media.licdn.com/dms/image/C4D0BAQEOLkyiHk1OBA/company-logo_200_200/0/1652219047896?e=1691625600&v=beta&t=CkHVjSs7jCHnYlk85vW0-gz0n0qYwiDDOtVn7pAjLPg,https://media.licdn.com/dms/image/C4D1BAQGoUmyPrGIATQ/company-background_10000/0/1652219452618?e=1683903600&v=beta&t=ARS3phvHbtKLB6ohXaxDbGfMOEGeH_6Rym9SMlVuwxE,"Oasis Computer Systems are your reliable source for professional, value driven and integrated services. We count on wide sustainable knowledge and technologies. Our dedicated team assures the maximum return per every pound you spend.

At Oasis, we strive to lead in the invention and development of the most advanced enterprise information systems. We translate these advanced technologies into value for our customers through our professional solutions, services and consulting business regionally with the future plan to serve more customers worldwide.",,399.0,https://oasisoft.net,https://oasisoft.net,Jeddah,"Jeddah,   SA",,Internet Publishing,11-50 employees,,,81649513.0,81649513,https://www.linkedin.com/sales/company/81649513/,10.0,Oasis Computer Systems Co. Ltd.,https://www.linkedin.com/company/81649513/,2023-05-05T14:26:44.391Z,https://www.linkedin.com/company/oasis-computer-systems-co-ltd/,,,
Hamza,https://media.licdn.com/dms/image/C4D0BAQGVuNs9FhyQiQ/company-logo_200_200/0/1540735314107?e=1691625600&v=beta&t=2F3xD473YY_1V7mR1wuJXLnNOjP-ckULMRe2hMCBX9E,,"Hamza is a social enterprise of software house solutions intended to connect real physical life with the hypothetical world through crafting your website, designing, mobile application, branding strategies, business development managing and mentor your employees to empower them technically.",,581.0,http://www.hamza.solutions/,hamza.solutions,Ismailia,"Fox Street, El Gamaaiat, Ismailia, Ismailia 41511, EG",,Information Technology & Services,11-50 employees,"Ismailia, Ismailia",2018.0,12633204.0,12633204,https://www.linkedin.com/sales/company/12633204/,28.0,Hamza,https://www.linkedin.com/company/12633204/,2023-05-05T14:27:06.817Z,https://www.linkedin.com/company/hamza-software-house-solutions/,,,
Bridge Software,,,,,11.0,http://bridgesoftware.co.uk,bridgesoftware.co.uk,Sopley,"Tanglewood Derritt Lane, Sopley,  BH2 3 8AR, GB",,,,,,11645092.0,,https://www.linkedin.com/sales/company/11645092/,4.0,Bridge Software,https://www.linkedin.com/company/11645092/,2023-05-05T14:27:34.399Z,https://www.linkedin.com/company/bridge-software/,,,True
Siemens,https://media.licdn.com/dms/image/C4E0BAQH8OycY4UspgQ/company-logo_200_200/0/1656603399847?e=1691625600&v=beta&t=GC9unDsSjoPfwqOreHWpxo6Hx_7WhazYI4T6oHrvbys,https://media.licdn.com/dms/image/D4D1BAQEKBV_5bAYbbQ/company-background_10000/0/1674565901789?e=1683903600&v=beta&t=6ot4LD3qSOAvbXD7Mjv8VS-UiW90kzZvuH9dbkBt75o,"Siemens is a technology company focused on industry, infrastructure, transport, and healthcare. From more resource-efficient factories, resilient supply chains, and smarter buildings and grids, to cleaner and more comfortable transportation as well as advanced healthcare, the company creates technology with purpose adding real value for customers. By combining the real and the digital worlds, Siemens empowers its customers to transform their industries and markets, helping them to transform the everyday for billions of people. Siemens also owns a majority stake in the publicly listed company Siemens Healthineers, a globally leading medical technology provider shaping the future of healthcare. In addition, Siemens holds a minority stake in Siemens Energy, a global leader in the transmission and generation of electrical power.
In fiscal 2022, which ended on September 30, 2022, the Siemens Group generated revenue of €72.0 billion and net income of €4.4 billion. As of September 30, 2022, the company had around 311,000 employees worldwide. Further information is available at www.siemens.com.",Technology to transform the everyday.,6119230.0,http://www.siemens.com,siemens.com,Munich,"Werner-von-Siemens-Straße 1, Munich, DE",,Automation Machinery Manufacturing,"10,001+ employees",,1847.0,1043.0,"1043,1012783,899191,157241",https://www.linkedin.com/sales/company/1043/,202659.0,Siemens,https://www.linkedin.com/company/1043/,2023-05-05T14:27:56.833Z,https://www.linkedin.com/company/siemens/,"Electrification, Automation, Digitalization, Innovation, Solutions, Technology, Engineering, Manufacturing, Artificial Intelligence, Internet of Things, Cybersecurity, Infrastructure, Mobility, Sustainability, and Digital Twin",,
RSA Security,https://media.licdn.com/dms/image/C4E0BAQEZOq0oRS1_Lg/company-logo_200_200/0/1519907873344?e=1691625600&v=beta&t=lDvSdfsSU8Nl_jH8mjWDxWwLBsOd_Wvl7Ro6LSWOXNU,https://media.licdn.com/dms/image/D4D1BAQHsAl1CO9_EWg/company-background_10000/0/1654099609022?e=1683903600&v=beta&t=zWxhZpX5Q7bmePogkRkMEl5SsndxHH3_J-E9EyZ_f3w,"From on-premises to cloud to hybrid, RSA provides identity-first solutions for security-first organizations to thrive in a digital world with modern authentication, lifecycle management, and identity governance.",Identity-first solutions for security-first leaders. ,162456.0,http://www.rsa.com,rsa.com,Bedford,"174 Middlesex Turnpike, Bedford, MA 01730, US",,Computer and Network Security,"1,001-5,000 employees","Bedford, MA",,165786.0,"165786,9401145",https://www.linkedin.com/sales/company/165786/,2797.0,RSA Security,https://www.linkedin.com/company/165786/,2023-05-05T14:28:18.279Z,https://www.linkedin.com/company/rsasecurity/,"Security, Identity Assurance, Encryption, Security Analytics, Cybersecurity, Enterprise Security, Authentication, Identity and Access Management, Identity Governance and Administration, Zero Trust, Lifecycle Management, Access, Infosec, IAM, IGA, and Contextual Authentication",,
Deltasoft,https://media.licdn.com/dms/image/C510BAQHFroZ1zopWmw/company-logo_200_200/0/1519899559122?e=1691625600&v=beta&t=un5upnhK5cR5u7pbJT1XSgMBPxisgeaCnUlZ_ctijAw,,"Delta Soft is growing company specialized in Educational services. Delta Soft targets K-12 and higher education in MENA region. With our professional and experienced team in different aspects of educational services, we offer a professional service with suitable prices. Also we have many products that help the stakeholders of educational process in MENA region such as interactive ebook, digital lessons, question banks and other products.",,382.0,http://www.edeltasoft.com,edeltasoft.com,,,,E-Learning Providers,11-50 employees,,2011.0,3143083.0,3143083,https://www.linkedin.com/sales/company/3143083/,23.0,Deltasoft,https://www.linkedin.com/company/3143083/,2023-05-05T14:28:39.313Z,https://www.linkedin.com/company/deltasoft/,"eContent Development, eBook Development, and Mobile applications and Portals",,
LetsGrowMore,https://media.licdn.com/dms/image/C4E0BAQH3Wp-0LMBbcw/company-logo_200_200/0/1641653605723?e=1691625600&v=beta&t=O5jKmcWyWZWA_VtYLd5AaRWrNnbxnDn6K1vjLgi3ca8,https://media.licdn.com/dms/image/C4E1BAQF8aT4AdhElUw/company-background_10000/0/1617976193082?e=1683903600&v=beta&t=VxMYIXx35XliUJKixKbakH2vxIh1XJ8Sa0QzGpqmawU,"LetsGrowMore, is a ground based organisation which aims at building the future through nourishing the present.  We at Lets Grow More believes in making our youth specially the students self aware and to explore the untouched world of technology and tremendous growth making fields and our belief finally took us where we are standing today. Today we are an officially MSME registered start up with nearly 100 people working under the same establishment. Today, we have nearly conducted more than a decade inspiring webinars connecting an audience of more than 100 people, inspiring them and at the same time serving them with key services.  
Well, this is not what we actually aim for, our plans are much higher and we are working for it. Soon we are coming with our new projects which target the future building. Our future endeavours include projects which will help the audience by learning through experience of great leaders where they share their achievement process and even failure stories. Still this would also not stop us from growing because ultimately the main aim of our organisation is to grow all together.",Learn From Failure !!,64665.0,https://letsgrowmore.in/vip,https://letsgrowmore.in/vip,Prayagraj,"Prayagraj, Uttar Pradesh  IN",6393308725,E-Learning Providers,51-200 employees,"Prayagraj, Uttar Pradesh",2021.0,74833942.0,74833942,https://www.linkedin.com/sales/company/74833942/,893.0,LetsGrowMore,https://www.linkedin.com/company/74833942/,2023-05-05T14:29:01.547Z,https://www.linkedin.com/company/letsgrowmore/,,,
axis,https://media.licdn.com/dms/image/C4D0BAQHRFaZ1H7WGFQ/company-logo_200_200/0/1654691837206?e=1691625600&v=beta&t=OVwsU1YF7Iv6RL5xw-OxxMIwdWnr1ygs9utWrpULxaM,https://media.licdn.com/dms/image/D4D1BAQHA6L_fJSsFMA/company-background_10000/0/1654690261395?e=1683903600&v=beta&t=Xmx-D6YliNZWn-sId7-J9CaDzJ9kZYqNJQmntb4Xyu0,"We believe that small businesses are the backbone of most economies and the heart and soul of our communities. But we know that founders of small businesses face a lot of challenges in running & growing their business - from paying employees, suppliers, and vendors, to accepting payments in a timely and affordable manner. That’s why we started axis, a digital banking alternative for small businesses & solopreneurs. 

axis empowers small business founders & solopreneurs with the tools & resources to compete & thrive. axis' digital banking platform seamlessly manages employee payroll & salary advances, as well as business payments to suppliers, contractors, & vendors - onto its fully interoperable mobile wallet. 

Employees get access to a fully interoperable mobile wallet that allows them to send and receive money from any mobile wallet in Egypt, & get rewarded with points every time they spend - when they pay their bills, pay by QR code, or buy anything online with a virtual Visa card. 

axis is fully licensed by the Central Bank of Egypt. Founded by FinTech experts, including the team behind Raseedy, axis has 70+ employees and is launching soon! 

We are backed by leading VCs including Tiger Global, Sawari Ventures, Raba, Firstminute Capital, and many Fintech founders.

Join us if you want to be part of a team that obsesses day in and day out about building financial products that will have a real impact.","We believe that financial services should be more accessible, simple, and rewarding. Coming soon! We are hiring!",13106.0,http://www.axisapp.com,axisapp.com,Cairo,"Cairo,   EG",,Financial Services,51-200 employees,,2021.0,76086872.0,76086872,https://www.linkedin.com/sales/company/76086872/,89.0,axis,https://www.linkedin.com/company/76086872/,2023-05-05T14:29:21.376Z,https://www.linkedin.com/company/axisapp/,,,
Egyrobo for robotic systems s.a.e.,https://media.licdn.com/dms/image/C560BAQHw1KfI35gxHg/company-logo_200_200/0/1636895569041?e=1691625600&v=beta&t=_bUACaz0lA8jxfwCYYnpPq41rjtH0ZEfP_vmTc0oQxI,https://media.licdn.com/dms/image/C561BAQHjglDQ35qxcQ/company-background_10000/0/1580682080631?e=1683903600&v=beta&t=qDC5ur0770bc8IApoz5mzyGfuWpcqIkayVMWQDFLLrE,"EgyRobo is the first and the sole robotic system integrator company allover Egypt.
Custom-made solutions for your purpose.
We customize our Robots to your needs.
We bring you higher productivity, higher quality and lower costs.
You have ideas to enhance your industry, we bring them to reality.
Our Robots will become your ideal industrial partner.
Our technical department is your partner for all present and future cooperation.
Each of our clients has a dedicated Engineer following the projects for the duration of the needed supports and developments.",Turning ideas into solutions,6001.0,http://www.egyrobo.com,egyrobo.com,Cairo,"7 Abd El Moniem Riad Bek St. Heliopolis, Nozha, Cairo,  11767, EG",,Automation Machinery Manufacturing,51-200 employees,,2013.0,7573883.0,7573883,https://www.linkedin.com/sales/company/7573883/,20.0,Egyrobo for robotic systems s.a.e.,https://www.linkedin.com/company/7573883/,2023-05-05T14:29:43.345Z,https://www.linkedin.com/company/egyrobo-robotics/,"Robotic System inegration, Automation, Industrial Robots, industry, and manufacturing",,
Trans-IT,,,"Translations En -> IT -> EN 
Marketing - Medical - Legal - Financial - Software - Hardware - Employees Training",,110.0,http://www.pamelaalemanni.com,pamelaalemanni.com,,"80210, US",,Translation and Localization,0-1 employees,,,438015.0,438015,https://www.linkedin.com/sales/company/438015/,13.0,Trans-IT,https://www.linkedin.com/company/438015/,2023-05-05T14:30:06.980Z,https://www.linkedin.com/company/trans-it/,,,
Technocolabs Softwares,https://media.licdn.com/dms/image/C4D0BAQGtsVwSxpEozQ/company-logo_200_200/0/1660880548557?e=1691625600&v=beta&t=hh6RBPLpD_MYGkeXb6t1s7xskRTG0LmwnIAiOyh2adI,https://media.licdn.com/dms/image/C4E1BAQFvJB3Ip6sPZw/company-background_10000/0/1644297641628?e=1683903600&v=beta&t=NxfJe7Bjsbb022FGiyjieSB-IA1r5p7UllfIk_34Wp0,"Technocolabs is a Software Development Services Company that Provide Services in Application Development, Web Development, API Management, Cloud Application Development, Website Integration, Data Science, Data Mining, Search Engine Optimization (SEO),  Product Development Services, Android Application Development Services, Python Software Development Services, Java Web application Services, Machine learning App Development, Deep learning Model Tunning, Serverside  Optimization, Data Base Development Services, etc.

By offering a full-cycle development process, we ensure the delivery of ready-to-use, competitive, maintainable software solutions aimed at enhancing the businesses of our clients and increasing their ROI. By getting to know your needs and creating a plan to help you deploy fast, we let you focus on your key business objectives.

We provide full-fledged custom software development services and operate as an extension to the client's team. Being a leading software development company in Central India Region, we combine expert knowledge, cutting-edge technologies, a passion for innovation, and finely-tuned business workflows to bring our clients' boldest business ideas to life. Whatever your company's challenge is, we have an effective approach and the right technology stack to successfully implement your project.", A leading Software Development Company serves emerging software services for better future.,38293.0,https://technocolabs.com,https://technocolabs.com,Indore,"Indore,   IN",+91 8319291391,IT Services and IT Consulting,51-200 employees,,2020.0,31138875.0,31138875,https://www.linkedin.com/sales/company/31138875/,194.0,Technocolabs Softwares,https://www.linkedin.com/company/31138875/,2023-05-05T14:30:30.545Z,https://www.linkedin.com/company/technocolabs/,"Machine Learning, Data Science, Python, Artificial Intelligence, Django, Web Development, Cloud computing, Mobile Application Services, Banking Services, Data Optimization Services, Image processing, Image Segmentation, Data Mining, Web Scraping, Cloud Hosting, and Digital Marketing",,
Clevertech,https://media.licdn.com/dms/image/C4D0BAQER1SdXDJOEvA/company-logo_200_200/0/1657713506382?e=1691625600&v=beta&t=reIexZ20G5OBp1gZcguEZD1vO0MWEaHx_6tzBrVYVgM,https://media.licdn.com/dms/image/C561BAQFJJJBji7M2EA/company-background_10000/0/1607443848706?e=1683903600&v=beta&t=3HOQKkXuyrBSNuL9ol1dsj20yroXUZMdviLhA2cujEY,"We're Clevertech, the team you never knew you needed until now. Since 2000, we have built core operating technologies, mobile apps and complex web applications that drive business growth while solving our clients' toughest challenges. Our clients' hardest problems are our favorite problems.
The best people in tech just happen to be all over the world. Are you one of them? We do remote right. We are RemoteNative™. We are Clevertech.

Want to work with us? Check out all open positions here: https://www.clevertech.biz/careers


Social Media:
Twitter: https://twitter.com/Clevertech
Instagram: https://www.instagram.com/clevertech.biz/
Youtube: https://www.youtube.com/c/clevertechlife
Facebook: https://www.facebook.com/Clevertech/ 
Tiktok: https://www.tiktok.com/@clevertechbiz",Tech at the speed of ideas. ,35066.0,http://bit.ly/3VjQM1j,bit.ly/3VjQM1j,New York,"1345 Avenue of the Americas, 33rd Floor, New York, New York 10105, US",,IT Services and IT Consulting,"501-1,000 employees","New York, New York",2000.0,719642.0,719642,https://www.linkedin.com/sales/company/719642/,540.0,Clevertech,https://www.linkedin.com/company/719642/,2023-05-05T14:31:24.462Z,https://www.linkedin.com/company/clevertech/,"Custom software development & testing, Web application development, MVP development, Business & systems integration, SaaS development, Mobile apps development, Accounting and Google API's, CMS & CRM development, Technical consulting, Business consulting, and Fullstack Javascript",,
MiniMax Software Solutions,https://media.licdn.com/dms/image/C560BAQGGOqglPYqdHw/company-logo_200_200/0/1572390176902?e=1691625600&v=beta&t=2KfvZSRBtkwX-7PX-T3_QLiKsCRI8rQm44a9YrxyIVI,https://media.licdn.com/dms/image/C561BAQHDA8Zj0pd3BQ/company-background_10000/0/1572472321960?e=1683903600&v=beta&t=uiMcYfGJItAE_q0E4SxVF9_Q39Q2PNL5xO-Q_Fpjk8k,MiniMax is a leading software company specialized in providing IT services and system solutions for economical and services institutions. MiniMax Software Solutions applies most recent technologies to provide best services through its high qualified development team which makes MiniMax able to provide best services to its clients,"MiniMax Is A Leading Software Solutions Company, Based in Riyadh and Egypt with more than 15 years of Experiences.",713.0,http://www.minimax-soft.com/,minimax-soft.com,Mansoura,"39 Ali Mubarak St. -  Toril, Mansoura,  35111, EG",,IT Services and IT Consulting,11-50 employees,,2005.0,714891.0,714891,https://www.linkedin.com/sales/company/714891/,22.0,MiniMax Software Solutions,https://www.linkedin.com/company/714891/,2023-05-05T14:31:38.368Z,https://www.linkedin.com/company/minimaxsoft/,"Software Solutions, Enterprise Web Portals, Mobile Applications, and Outsourcing and off-shoring",,
b_labs,https://media.licdn.com/dms/image/D4D0BAQHVxchm49d1yQ/company-logo_200_200/0/1664792037570?e=1691625600&v=beta&t=Wro4y2IDVNBlBbnCYMfiLtAJnE0BqksydN8C9hyZ2Ec,https://media.licdn.com/dms/image/D4D1BAQFtwF3ze5DTlQ/company-background_10000/0/1664731815365?e=1683903600&v=beta&t=WELVtBcCAEjCIxaKmeyb7otfPPriOkfA7tqQadu_UV4,"b_labs is the transformation and digitization arm of B.TECH, on a mission to change the industry as we know it. We spearhead tech innovation at B.TECH, an organization that has been a cornerstone of the Egyptian retail industry.

We are the engine powering B.TECH in achieving its goal of becoming the leading omni-channel platform for consumer electronics and appliances in Egypt.

b_labs provides the best of both worlds - a dynamic startup atmosphere combined with the stability of a company that has consistently experienced substantial growth year over year.

At b_labs, our innovative and customer-centric team is driven by a bold mission to lead the digital retail revolution in the Middle East.","Powering B.TECH by building tech that accelerates, transforms and disrupts.",7340.0,https://apply.workable.com/blabs/?lng=en,https://apply.workable.com/blabs/?lng=en,Cairo,"Cairo,   EG",,"Technology, Information and Internet","501-1,000 employees",,,86397039.0,86397039,https://www.linkedin.com/sales/company/86397039/,70.0,b_labs,https://www.linkedin.com/company/86397039/,2023-05-05T14:31:52.221Z,https://www.linkedin.com/company/wearablabs/,,,
RK Elevator Sdn Bhd,,,"RK Elevator Sdn Bhd is a construction company based out of A-02-05, Block A , Persiaran Prima Utama, Taman Puchong Prima, 47100 Puchong, Malaysia.",,31.0,https://rkelevator.com.my,https://rkelevator.com.my,"Taman Puchong Prima, 47100 Puchong","A-02-05, Block A , Persiaran Prima Utama, Taman Puchong Prima, 47100 Puchong,   MY",,Construction,,,,52048675.0,52048675,https://www.linkedin.com/sales/company/52048675/,16.0,RK Elevator Sdn Bhd,https://www.linkedin.com/company/52048675/,2023-05-05T14:32:05.250Z,https://www.linkedin.com/company/rk-elevator-sdn-bhd/,,,
GB Corp,https://media.licdn.com/dms/image/C4D0BAQGe2ws_Iwf-vA/company-logo_200_200/0/1674391537283?e=1691625600&v=beta&t=PuuHe_dlgEfMGnf3vIbq1ycGLkKg4nJoy0iVG0qkX4c,https://media.licdn.com/dms/image/D4D1BAQGbYcVHhjzIag/company-background_10000/0/1668007222515?e=1683903600&v=beta&t=ELvk_Tl1Kc_0OGejCcrRUavP5YxGLACXY_SYp5twfFY,"Over 80 years ago, Ghabbour was established as a family-run business. Since-then, the brand has transformed into a local and regional powerhouse under the name of GB Corp constantly capitalizing on market opportunities through ""The Power of mobility"".",The Power Of Mobility,141173.0,http://www.gb-corporation.com,gb-corporation.com,Giza,"Cairo Alexandria Desert Road,km 28 - Industrial Zone - Abo Rawash- Giza - Egypt, Giza, Abo Rawash  EG",,Motor Vehicle Manufacturing,"10,001+ employees","Giza, Abo Rawash",1940.0,738670.0,738670,https://www.linkedin.com/sales/company/738670/,3446.0,GB Corp,https://www.linkedin.com/company/738670/,2023-05-05T14:32:19.568Z,https://www.linkedin.com/company/gbcorpmea/,"Passenger Cars, Two and three wheelers, Commercial Vehicles & Construction Equipment, Tires, Lubricants, and Financing Businesses",,
Quantitools,https://media.licdn.com/dms/image/C4D0BAQHzp7R_CT6Swg/company-logo_200_200/0/1556219829731?e=1691625600&v=beta&t=vcMWstlrc8nlcBL8K3MXRFI8IjnlzoHumRPoJjVJy6o,https://media.licdn.com/dms/image/C4E1BAQF1t565_xlu-A/company-background_10000/0/1606041361230?e=1683903600&v=beta&t=fEASO6q-ZhgBNm15ESfZ-LuksFIjTcO7dlsSlOTtd0Q,"Quantitools is a proprietary trading firm and infrastructure provider for algorithmic trading and low latency access to the markets. We work with both traditional and digital assets.

Our flagship service is our highly granular datalake with quote by quote and tick by tick data for all assets classes and markets from the top 20+ cryptocurrency exchanges.",Propietary trading firm based in HK,236.0,http://quantitools.com,quantitools.com,Hong Kong,"No. 5, 17/F Strand 50, 50 Bonham Strand, Sheung Wan, Hong Kong, Hong Kong 00000, HK",,Software Development,2-10 employees,"Hong Kong, Hong Kong",,13986255.0,13986255,https://www.linkedin.com/sales/company/13986255/,3.0,Quantitools,https://www.linkedin.com/company/13986255/,2023-05-05T14:32:33.507Z,https://www.linkedin.com/company/quantitools/,,,
Sprints,https://media.licdn.com/dms/image/C4D0BAQFG_b_Q-_3Dpw/company-logo_200_200/0/1679421036000?e=1691625600&v=beta&t=5fXSq9KWMvNC44t_qOYdDmtgBLfZOw_gv6OqGPm02cI,https://media.licdn.com/dms/image/D4D1BAQG39YMzKTPZPA/company-background_10000/0/1679419898807?e=1683903600&v=beta&t=VnpphIM0BYPxqdbR8Y-_S0e74shup1W7fU76jRuoRfU,"Sprints is the first end to end solution to bridge the tech talent gap in MENA. Starting from assessing the talent, delivering a customized learning journey, guaranteeing a top-paying job, then supporting our alumni career growth.",The first end to end solution to bridge the tech talent gap in MENA.,17174.0,http://www.sprints.ai,sprints.ai,Maadi,"Maadi, Cairo  EG",,IT Services and IT Consulting,11-50 employees,"Maadi, Cairo",2019.0,35467795.0,35467795,https://www.linkedin.com/sales/company/35467795/,117.0,Sprints,https://www.linkedin.com/company/35467795/,2023-05-05T14:32:47.103Z,https://www.linkedin.com/company/sprintsai/,"EdTech, e-Learning, Education, Higher Education, Careers, Career Growth, Technology, Remote Teams, Freelancing, Artificial Intelligence, Data Science, Mobile Development, Web Development, Embedded Systems, IOT, Block Chain, Agile, Cyber Security, and Automotive Software",,
SCADA Innovations,https://media.licdn.com/dms/image/C560BAQF2FQpA1m9uFg/company-logo_200_200/0/1519900844286?e=1691625600&v=beta&t=sGQB5dGUr2NnfPvi_Hc-LFSAufkICn6b5ua4hKoZG4w,https://media.licdn.com/dms/image/C4E1BAQHwvbax_q6Epw/company-background_10000/0/1618912641657?e=1683903600&v=beta&t=SHdq5ORiEL1GFTQfQq_k9-Q-vX0eBfPN7TPs_eJJ96w,"SCADA Innovations combines the best Local Engineering Capabilities with the State-of-the-Art International Technologies to Innovate the most sophisticated systems for reasonable prices convenient to our customers in Africa and the Middle East 
Key Figure 

Incorporated 2004 in Cairo, EGYPT . 
Experience goes back to 1996.
Capital 2 MEGP increased to 5MEGP Jan 2006.
System Provider/Integrator for SCADA and Automation System.
System Developers and Engineers are in-house Employed.
Complete product Portofolio for SCADA System, Telecommunications and Automation all Designed , produced , tested at SCADA Innovations. 
100 Employees including 79 Engineers .
Turn Over 170 MEGP , Sales 130MEGP, Order Back-Log 200MEGP [2020].
Regional presence covering almost all countries in the Middle East and North Africa through Agents and Partners
-",The Energy Vision,4485.0,http://www.scadainnovations.com/,scadainnovations.com,cairo,"cairo, cairo  EG",01000855700,Telecommunications,51-200 employees,"cairo, cairo",2004.0,1600068.0,1600068,https://www.linkedin.com/sales/company/1600068/,72.0,SCADA Innovations,https://www.linkedin.com/company/1600068/,2023-05-05T14:33:00.965Z,https://www.linkedin.com/company/scada-innovations/,"Substation Automation Systems, Distribution Management Systems, Energy Management Systems, SCADA & Telecommunication Systems Engineering, Transportation Automation Systems, Building Managment Systems, Rugged Network Switches , Programable Controller , and Industrial Facility",,
EVA pharma,https://media.licdn.com/dms/image/C4D0BAQHWvvXF2LdJrA/company-logo_200_200/0/1638439854270?e=1691625600&v=beta&t=WopbetpQ8bnwYIw4hFkzVkh2CssCXoVQimwseLfb7TM,https://media.licdn.com/dms/image/C4D1BAQH5qDDciHkloA/company-background_10000/0/1638439812052?e=1683903600&v=beta&t=vVmNukWv1Ql_xKOPzYi3PheAm3Z_kHQcgmkX9XEHx2Q,"
A purpose driven diverse top team that strives to save and improve millions of lives by sustainably offering accessible , high value medicines and health care solutions that address local patients needs

Established in 1997, EVA Pharma is built on the heritage of Les Laboratories Delta, Egypt’s second oldest pharmaceutical company.

Currently EVA Pharma is one of the leading branded generic pharmaceutical manufacturers in the EMEA  region. With a CAGR of 30% over the past seven years, it has proudly earned the title of being the fastest growing pharmaceutical company in the region. EVA Pharma successfully operates in branded generics, OTC, food supplements, herbal medicines and veterinary products with 137 pharmaceutical products covering various therapeutic classes including; Neurology, Psychiatry, Cardiovascular, Orthopedics, GIT, Pediatrics, Urology, and Dermatology. The company is home to cutting edge facilities that are internationally recognized for innovation and the highest quality standards. Its exceptional facilities have earned the stamp of approval from international and regional authorities including European medicine agency, Health Canada, sFDA, & GCC enabling EVA Pharma to be a partner for some of the leading pharma companies in the globe 
",Empower the fight for health and well being as a human right ,361506.0,http://www.evapharma.com,evapharma.com,Haram,"176 El Sadat St., Kafr El Gabal, Haram, Giza  EG",,Pharmaceutical Manufacturing,"1,001-5,000 employees","Haram, Giza",1997.0,1242121.0,1242121,https://www.linkedin.com/sales/company/1242121/,4658.0,EVA pharma,https://www.linkedin.com/company/1242121/,2023-05-05T14:33:15.388Z,https://www.linkedin.com/company/eva-pharma/,"Pharma, Pharmaceutical, Production, Quality, Sales, Research and Development, Medical Representative, Medical, Microbiology, HR, Engineer, Marketing, Sterile, Business Development, Supply Chain, Procurement, Sourcing, and Planning",,
Cairo University Eco Racing Team,https://media.licdn.com/dms/image/D4D0BAQEdkTEKLM-ZUA/company-logo_200_200/0/1665250997916?e=1691625600&v=beta&t=AqzZWJOTuUB7IvEwvuaCestLk69DPZxy-VpaX-CO4Jo,https://media.licdn.com/dms/image/C4E1BAQEd9aqJmlYItQ/company-background_10000/0/1610987400326?e=1683903600&v=beta&t=o4k2WQT7ViND2PsVgTtqH2HyYgNhzTXw8Fs6UIh4PwE,A team of Engineering students at Cairo University from different disciplines and backgrounds gathered on designing and manufacturing an Eco-friendly racing car to represent Egypt in Shell Eco-Marathon competition.,More miles to achieve...,1244.0,https://www.cu-ecoracingteam.com/,https://cu-ecoracingteam.com,"Giza District, Giza Governorate","Cairo University Rd, Giza District, Giza Governorate,   EG",,Motor Vehicle Manufacturing,51-200 employees,,2014.0,75152961.0,75152961,https://www.linkedin.com/sales/company/75152961/,34.0,Cairo University Eco Racing Team,https://www.linkedin.com/company/75152961/,2023-05-05T14:33:29.029Z,https://www.linkedin.com/company/cairo-university-eco-racing-team/,"Mechanical Engineering, Electrical Engineering, Automotive, and Designing",,
